O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
35-3023.01,Baristas,35-3023.01,35-3022.01,35-3022,5246.0,Food service counter attendants
35-3031.00,Waiters and Waitresses,35-3031.00,35-3031.00,35-3031,5131.0,Waiters
35-3041.00,"Food Servers, Nonrestaurant",35-3041.00,35-3041.00,35-3041,5212.0,Street food salespersons
35-3041.00,"Food Servers, Nonrestaurant",35-3041.00,35-3041.00,35-3041,5131.0,Waiters
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,35-9011.00,35-9011,5246.0,Food service counter attendants
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,35-9011.00,35-9011,9412.0,Kitchen helpers
35-9021.00,Dishwashers,35-9021.00,35-9021.00,35-9021,9412.0,Kitchen helpers
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,35-9031.00,35-9031,5169.0,Personal services workers not elsewhere classified
35-9099.00,"Food Preparation and Serving Related Workers, All Other",35-9099.00,35-9099.00,35-9099,9412.0,Kitchen helpers
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,37-1011.00,37-1011,5151.0,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,37-1011.00,37-1011,5152.0,Domestic housekeepers
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,37-1012.00,37-1012,6113.0,"Gardeners, horticultural and nursery growers"
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,37-1012.00,37-1012,7544.0,Fumigators and other pest and weed controllers
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,37-2011.00,37-2011,5153.0,Building caretakers
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,37-2011.00,37-2011,9112.0,"Cleaners and helpers in offices, hotels and other establishments"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011.00,37-2011.00,37-2011,9123.0,Window cleaners
37-2012.00,Maids and Housekeeping Cleaners,37-2012.00,37-2012.00,37-2012,9111.0,Domestic cleaners and helpers
37-2012.00,Maids and Housekeeping Cleaners,37-2012.00,37-2012.00,37-2012,9112.0,"Cleaners and helpers in offices, hotels and other establishments"
37-2019.00,"Building Cleaning Workers, All Other",37-2019.00,37-2019.00,37-2019,7133.0,Building structure cleaners
37-2019.00,"Building Cleaning Workers, All Other",37-2019.00,37-2019.00,37-2019,9129.0,Other cleaning workers
37-2021.00,Pest Control Workers,37-2021.00,37-2021.00,37-2021,7544.0,Fumigators and other pest and weed controllers
37-3011.00,Landscaping and Groundskeeping Workers,37-3011.00,37-3011.00,37-3011,9214.0,Garden and horticultural labourers
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012.00,37-3012.00,37-3012,7544.0,Fumigators and other pest and weed controllers
37-3013.00,Tree Trimmers and Pruners,37-3013.00,37-3013.00,37-3013,6113.0,"Gardeners, horticultural and nursery growers"
37-3019.00,"Grounds Maintenance Workers, All Other",37-3019.00,37-3019.00,37-3019,9214.0,Garden and horticultural labourers
37-3019.00,"Grounds Maintenance Workers, All Other",37-3019.00,37-3019.00,37-3019,9613.0,Sweepers and related labourers
37-3019.00,"Grounds Maintenance Workers, All Other",37-3019.00,37-3019.00,37-3019,9622.0,Odd job persons
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013.00,39-1011.00,39-1011,4212.0,"Bookmakers, croupiers and related gaming workers"
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013.00,39-1012.00,39-1012,4212.0,"Bookmakers, croupiers and related gaming workers"
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,3423.0,Fitness and recreation instructors and program leaders
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,4414.0,Scribes and related workers
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5113.0,Travel guides
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5141.0,Hairdressers
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5142.0,Beauticians and related workers
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5162.0,Companions and valets
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5164.0,Pet groomers and animal care workers
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5169.0,Personal services workers not elsewhere classified
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5311.0,Child care workers
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014.00,39-1021.00,39-1021,5322.0,Home-based personal care workers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,3423.0,Fitness and recreation instructors and program leaders
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,4414.0,Scribes and related workers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5113.0,Travel guides
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5141.0,Hairdressers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5142.0,Beauticians and related workers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5162.0,Companions and valets
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5164.0,Pet groomers and animal care workers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5169.0,Personal services workers not elsewhere classified
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5311.0,Child care workers
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022.00,39-1021.00,39-1021,5322.0,Home-based personal care workers
39-2011.00,Animal Trainers,39-2011.00,39-2011.00,39-2011,5164.0,Pet groomers and animal care workers
39-2021.00,Animal Caretakers,39-2021.00,39-2021.00,39-2021,5164.0,Pet groomers and animal care workers
39-3011.00,Gambling Dealers,39-3011.00,39-3011.00,39-3011,4212.0,"Bookmakers, croupiers and related gaming workers"
39-3012.00,Gambling and Sports Book Writers and Runners,39-3012.00,39-3012.00,39-3012,4212.0,"Bookmakers, croupiers and related gaming workers"
39-3019.00,"Gambling Service Workers, All Other",39-3019.00,39-3019.00,39-3019,4212.0,"Bookmakers, croupiers and related gaming workers"
39-3021.00,Motion Picture Projectionists,39-3021.00,39-3021.00,39-3021,9629.0,Elementary workers not elsewhere classified
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,39-3031.00,39-3031,9629.0,Elementary workers not elsewhere classified
39-3091.00,Amusement and Recreation Attendants,39-3091.00,39-3091.00,39-3091,8343.0,"Crane, hoist and related plant operators"
39-3091.00,Amusement and Recreation Attendants,39-3091.00,39-3091.00,39-3091,9629.0,Elementary workers not elsewhere classified
39-3092.00,Costume Attendants,39-3092.00,39-3092.00,39-3092,3435.0,Other artistic and cultural associate professionals
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,39-3093.00,39-3093,9629.0,Elementary workers not elsewhere classified
39-3099.00,"Entertainment Attendants and Related Workers, All Other",39-3099.00,39-3099.00,39-3099,3435.0,Other artistic and cultural associate professionals
39-4011.00,Embalmers,39-4011.00,39-4011.00,39-4011,5163.0,Undertakers and embalmers
39-4012.00,Crematory Operators,39-4012.00,39-9099.00,39-9099,5162.0,Companions and valets
39-4012.00,Crematory Operators,39-4012.00,39-9099.00,39-9099,5169.0,Personal services workers not elsewhere classified
39-4012.00,Crematory Operators,39-4012.00,39-9099.00,39-9099,9510.0,Street and related service workers
39-4012.00,Crematory Operators,39-4012.00,39-9099.00,39-9099,5152.0,Domestic housekeepers
39-4021.00,Funeral Attendants,39-4021.00,39-4021.00,39-4021,5163.0,Undertakers and embalmers
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4031.00,39-4031.00,39-4031,5163.0,Undertakers and embalmers
39-5011.00,Barbers,39-5011.00,39-5011.00,39-5011,5141.0,Hairdressers
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,39-5012.00,39-5012,5141.0,Hairdressers
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,39-5012.00,39-5012,5142.0,Beauticians and related workers
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091.00,39-5091.00,39-5091,5142.0,Beauticians and related workers
39-5092.00,Manicurists and Pedicurists,39-5092.00,39-5092.00,39-5092,5142.0,Beauticians and related workers
39-5093.00,Shampooers,39-5093.00,39-5093.00,39-5093,5142.0,Beauticians and related workers
39-5094.00,Skincare Specialists,39-5094.00,39-5094.00,39-5094,5142.0,Beauticians and related workers
39-6011.00,Baggage Porters and Bellhops,39-6011.00,39-6011.00,39-6011,9621.0,"Messengers, package deliverers and luggage porters"
39-6012.00,Concierges,39-6012.00,39-6012.00,39-6012,4224.0,Hotel receptionists
39-7011.00,Tour Guides and Escorts,39-7011.00,39-7011.00,39-7011,5113.0,Travel guides
39-7012.00,Travel Guides,39-7012.00,39-7012.00,39-7012,5113.0,Travel guides
39-9011.00,Childcare Workers,39-9011.00,39-9011.00,39-9011,5311.0,Child care workers
39-9011.01,Nannies,39-9011.01,39-9011.01,39-9011,5311.0,Child care workers
39-9031.00,Exercise Trainers and Group Fitness Instructors,39-9031.00,39-9031.00,39-9031,3423.0,Fitness and recreation instructors and program leaders
39-9032.00,Recreation Workers,39-9032.00,39-9032.00,39-9032,5169.0,Personal services workers not elsewhere classified
39-9041.00,Residential Advisors,39-9041.00,39-9041.00,39-9041,5169.0,Personal services workers not elsewhere classified
39-9099.00,"Personal Care and Service Workers, All Other",39-9099.00,39-9099.00,39-9099,5162.0,Companions and valets
39-9099.00,"Personal Care and Service Workers, All Other",39-9099.00,39-9099.00,39-9099,5169.0,Personal services workers not elsewhere classified
39-9099.00,"Personal Care and Service Workers, All Other",39-9099.00,39-9099.00,39-9099,9510.0,Street and related service workers
39-9099.00,"Personal Care and Service Workers, All Other",39-9099.00,39-9099.00,39-9099,5152.0,Domestic housekeepers
41-1011.00,First-Line Supervisors of Retail Sales Workers,41-1011.00,41-1011.00,41-1011,5222.0,Shop supervisors
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,2433.0,Technical and medical sales professionals (excluding ICT)
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,2434.0,Information and communications technology sales professionals
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3311.0,Securities and finance dealers and brokers
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3321.0,Insurance representatives
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3322.0,Commercial sales representatives
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3324.0,Trade brokers
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3334.0,Real estate agents and property managers
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,3339.0,Business services agents not elsewhere classified
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,41-1012.00,41-1012,4221.0,Travel consultants and clerks
41-2011.00,Cashiers,41-2011.00,41-2011.00,41-2011,5230.0,Cashiers and ticket clerks
41-2012.00,Gambling Change Persons and Booth Cashiers,41-2012.00,41-2012.00,41-2012,5230.0,Cashiers and ticket clerks
41-2021.00,Counter and Rental Clerks,41-2021.00,41-2021.00,41-2021,5249.0,Sales workers not elsewhere classified
41-2022.00,Parts Salespersons,41-2022.00,41-2022.00,41-2022,5223.0,Shop sales assistants
41-2031.00,Retail Salespersons,41-2031.00,41-2031.00,41-2031,5223.0,Shop sales assistants
41-3011.00,Advertising Sales Agents,41-3011.00,41-3011.00,41-3011,3339.0,Business services agents not elsewhere classified
41-3021.00,Insurance Sales Agents,41-3021.00,41-3021.00,41-3021,3321.0,Insurance representatives
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.00,41-3031,3311.0,Securities and finance dealers and brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.00,41-3031,3324.0,Trade brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.01,41-3031,3311.0,Securities and finance dealers and brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.01,41-3031,3324.0,Trade brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.02,41-3031,3311.0,Securities and finance dealers and brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.02,41-3031,3324.0,Trade brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.03,41-3031,3311.0,Securities and finance dealers and brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3031.03,41-3031,3324.0,Trade brokers
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,41-3099.01,41-3099,3322.0,Commercial sales representatives
41-3041.00,Travel Agents,41-3041.00,41-3041.00,41-3041,3339.0,Business services agents not elsewhere classified
41-3041.00,Travel Agents,41-3041.00,41-3041.00,41-3041,4221.0,Travel consultants and clerks
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091.00,41-3099.00,41-3099,3322.0,Commercial sales representatives
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,41-4011.00,41-4011,2433.0,Technical and medical sales professionals (excluding ICT)
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,41-4011.00,41-4011,2434.0,Information and communications technology sales professionals
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,41-4011.00,41-4011,3322.0,Commercial sales representatives
41-4011.07,Solar Sales Representatives and Assessors,41-4011.07,41-4011.07,41-4011,2433.0,Technical and medical sales professionals (excluding ICT)
41-4011.07,Solar Sales Representatives and Assessors,41-4011.07,41-4011.07,41-4011,2434.0,Information and communications technology sales professionals
41-4011.07,Solar Sales Representatives and Assessors,41-4011.07,41-4011.07,41-4011,3322.0,Commercial sales representatives
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,41-4012.00,41-4012,3322.0,Commercial sales representatives
41-9011.00,Demonstrators and Product Promoters,41-9011.00,41-9011.00,41-9011,5242.0,Sales demonstrators
41-9012.00,Models,41-9012.00,41-9012.00,41-9012,5241.0,Fashion and other models
41-9021.00,Real Estate Brokers,41-9021.00,41-9021.00,41-9021,3334.0,Real estate agents and property managers
41-9022.00,Real Estate Sales Agents,41-9022.00,41-9022.00,41-9022,3334.0,Real estate agents and property managers
41-9031.00,Sales Engineers,41-9031.00,41-9031.00,41-9031,2434.0,Information and communications technology sales professionals
41-9041.00,Telemarketers,41-9041.00,41-9041.00,41-9041,5244.0,Contact centre salespersons
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,41-9091.00,41-9091,5211.0,Stall and market salespersons
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,41-9091.00,41-9091,5212.0,Street food salespersons
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,41-9091.00,41-9091,5243.0,Door to door salespersons
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,41-9091.00,41-9091,9520.0,Street vendors (excluding food)
41-9099.00,"Sales and Related Workers, All Other",41-9099.00,41-9099.00,41-9099,3339.0,Business services agents not elsewhere classified
41-9099.00,"Sales and Related Workers, All Other",41-9099.00,41-9099.00,41-9099,4213.0,Pawnbrokers and money-lenders
41-9099.00,"Sales and Related Workers, All Other",41-9099.00,41-9099.00,41-9099,5249.0,Sales workers not elsewhere classified
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,43-1011.00,43-1011,3341.0,Office supervisors
43-2011.00,"Switchboard Operators, Including Answering Service",43-2011.00,43-2011.00,43-2011,4223.0,Telephone switchboard operators
43-2021.00,Telephone Operators,43-2021.00,43-2021.00,43-2021,4223.0,Telephone switchboard operators
43-2099.00,"Communications Equipment Operators, All Other",43-2099.00,27-4013.00,27-4013,3521.0,Broadcasting and audio-visual technicians
43-2099.00,"Communications Equipment Operators, All Other",43-2099.00,43-2099.00,43-2099,4229.0,Client information workers not elsewhere classified
43-3011.00,Bill and Account Collectors,43-3011.00,43-3011.00,43-3011,4214.0,Debt-collectors and related workers
43-3021.00,Billing and Posting Clerks,43-3021.00,43-3021.00,43-3021,4311.0,Accounting and bookkeeping clerks
43-3021.00,Billing and Posting Clerks,43-3021.00,43-3021.01,43-3021,4311.0,Accounting and bookkeeping clerks
43-3021.00,Billing and Posting Clerks,43-3021.00,43-3021.02,43-3021,4311.0,Accounting and bookkeeping clerks
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,43-3031.00,43-3031,3313.0,Accounting associate professionals
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,43-3031.00,43-3031,4311.0,Accounting and bookkeeping clerks
43-3041.00,Gambling Cage Workers,43-3041.00,43-3041.00,43-3041,4212.0,"Bookmakers, croupiers and related gaming workers"
43-3051.00,Payroll and Timekeeping Clerks,43-3051.00,43-3051.00,43-3051,4313.0,Payroll clerks
43-3061.00,Procurement Clerks,43-3061.00,43-3061.00,43-3061,4110.0,General office clerks
43-3071.00,Tellers,43-3071.00,43-3071.00,43-3071,4211.0,Bank tellers and related clerks
43-3099.00,"Financial Clerks, All Other",43-3099.00,43-3099.00,43-3099,4213.0,Pawnbrokers and money-lenders
43-3099.00,"Financial Clerks, All Other",43-3099.00,43-3099.00,43-3099,4312.0,"Statistical, finance and insurance clerks"
43-4011.00,Brokerage Clerks,43-4011.00,43-4011.00,43-4011,4312.0,"Statistical, finance and insurance clerks"
43-4021.00,Correspondence Clerks,43-4021.00,43-4021.00,43-4021,4225.0,Enquiry clerks
43-4021.00,Correspondence Clerks,43-4021.00,43-4021.00,43-4021,4419.0,Clerical support workers not elsewhere classified
43-4031.00,"Court, Municipal, and License Clerks",43-4031.00,43-4031.00,43-4031,3354.0,Government licensing officials
43-4031.00,"Court, Municipal, and License Clerks",43-4031.00,43-4031.01,43-4031,3354.0,Government licensing officials
43-4031.00,"Court, Municipal, and License Clerks",43-4031.00,43-4031.02,43-4031,3354.0,Government licensing officials
43-4031.00,"Court, Municipal, and License Clerks",43-4031.00,43-4031.03,43-4031,3354.0,Government licensing officials
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041.00,43-4041.00,43-4041,4312.0,"Statistical, finance and insurance clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041.00,43-4041.01,43-4041,4312.0,"Statistical, finance and insurance clerks"
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041.00,43-4041.02,43-4041,4312.0,"Statistical, finance and insurance clerks"
43-4051.00,Customer Service Representatives,43-4051.00,43-4051.00,43-4051,4222.0,Contact centre information clerks
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061.00,43-4061.00,43-4061,3353.0,Government social benefits officials
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061.00,43-4061.00,43-4061,4229.0,Client information workers not elsewhere classified
43-4071.00,File Clerks,43-4071.00,43-4071.00,43-4071,4415.0,Filing and copying clerks
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,43-4081.00,43-4081,4224.0,Hotel receptionists
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111.00,43-4111.00,43-4111,4227.0,Survey and market research interviewers
43-4121.00,"Library Assistants, Clerical",43-4121.00,43-4121.00,43-4121,4411.0,Library clerks
43-4131.00,Loan Interviewers and Clerks,43-4131.00,43-4131.00,43-4131,4312.0,"Statistical, finance and insurance clerks"
43-4141.00,New Accounts Clerks,43-4141.00,43-4141.00,43-4141,4312.0,"Statistical, finance and insurance clerks"
43-4151.00,Order Clerks,43-4151.00,43-4151.00,43-4151,4419.0,Clerical support workers not elsewhere classified
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,43-4161.00,43-4161,4416.0,Personnel clerks
43-4171.00,Receptionists and Information Clerks,43-4171.00,43-4171.00,43-4171,4225.0,Enquiry clerks
43-4171.00,Receptionists and Information Clerks,43-4171.00,43-4171.00,43-4171,4226.0,Receptionists (general)
43-4171.00,Receptionists and Information Clerks,43-4171.00,43-4171.00,43-4171,4222.0,Contact centre information clerks
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,43-4181.00,43-4181,4221.0,Travel consultants and clerks
43-4199.00,"Information and Record Clerks, All Other",43-4199.00,43-4199.00,43-4199,4229.0,Client information workers not elsewhere classified
43-4199.00,"Information and Record Clerks, All Other",43-4199.00,43-4199.00,43-4199,4419.0,Clerical support workers not elsewhere classified
43-5011.00,Cargo and Freight Agents,43-5011.00,43-5011.00,43-5011,3324.0,Trade brokers
43-5011.00,Cargo and Freight Agents,43-5011.00,43-5011.00,43-5011,3331.0,Clearing and forwarding agents
43-5011.01,Freight Forwarders,43-5011.01,43-5011.01,43-5011,3324.0,Trade brokers
43-5011.01,Freight Forwarders,43-5011.01,43-5011.01,43-5011,3331.0,Clearing and forwarding agents
43-5021.00,Couriers and Messengers,43-5021.00,43-5021.00,43-5021,4412.0,Mail carriers and sorting clerks
43-5021.00,Couriers and Messengers,43-5021.00,43-5021.00,43-5021,8321.0,Motorcycle drivers
43-5021.00,Couriers and Messengers,43-5021.00,43-5021.00,43-5021,9331.0,Hand and pedal vehicle drivers
43-5021.00,Couriers and Messengers,43-5021.00,43-5021.00,43-5021,9621.0,"Messengers, package deliverers and luggage porters"
43-5031.00,Public Safety Telecommunicators,43-5031.00,43-5031.00,43-5031,5419.0,Protective services workers not elsewhere classified
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,43-5032.00,43-5032,4323.0,Transport clerks
43-5041.00,"Meter Readers, Utilities",43-5041.00,43-5041.00,43-5041,9623.0,Meter readers and vending-machine collectors
43-5051.00,Postal Service Clerks,43-5051.00,43-5051.00,43-5051,4412.0,Mail carriers and sorting clerks
43-5051.00,Postal Service Clerks,43-5051.00,43-5051.00,43-5051,4211.0,Bank tellers and related clerks
43-5052.00,Postal Service Mail Carriers,43-5052.00,43-5052.00,43-5052,4412.0,Mail carriers and sorting clerks
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053.00,43-5053.00,43-5053,4412.0,Mail carriers and sorting clerks
43-5061.00,"Production, Planning, and Expediting Clerks",43-5061.00,43-5061.00,43-5061,4322.0,Production clerks
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071.00,43-5071.00,43-5071,3331.0,Clearing and forwarding agents
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071.00,43-5071.00,43-5071,4321.0,Stock clerks
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,43-5111.00,43-5111,4321.0,Stock clerks
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011.00,43-6011.00,43-6011,3343.0,Administrative and executive secretaries
43-6012.00,Legal Secretaries and Administrative Assistants,43-6012.00,43-6012.00,43-6012,3342.0,Legal secretaries
43-6013.00,Medical Secretaries and Administrative Assistants,43-6013.00,43-6013.00,43-6013,3344.0,Medical secretaries
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014.00,43-6014.00,43-6014,4120.0,Secretaries (general)
43-9021.00,Data Entry Keyers,43-9021.00,43-9021.00,43-9021,4132.0,Data entry clerks
43-9022.00,Word Processors and Typists,43-9022.00,43-9022.00,43-9022,4131.0,Typists and word processing operators
43-9031.00,Desktop Publishers,43-9031.00,43-9031.00,43-9031,7321.0,Pre-press technicians
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041.00,43-9041.00,43-9041,4312.0,"Statistical, finance and insurance clerks"
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041.00,43-9041.01,43-9041,4312.0,"Statistical, finance and insurance clerks"
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041.00,43-9041.02,43-9041,4312.0,"Statistical, finance and insurance clerks"
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,43-9051.00,43-9051,4412.0,Mail carriers and sorting clerks
43-9061.00,"Office Clerks, General",43-9061.00,43-9061.00,43-9061,4110.0,General office clerks
43-9071.00,"Office Machine Operators, Except Computer",43-9071.00,43-9071.00,43-9071,4415.0,Filing and copying clerks
43-9081.00,Proofreaders and Copy Markers,43-9081.00,43-9081.00,43-9081,4413.0,"Coding, proof-reading and related clerks"
43-9111.00,Statistical Assistants,43-9111.00,43-9111.00,43-9111,3314.0,"Statistical, mathematical and related associate professionals"
43-9199.00,"Office and Administrative Support Workers, All Other",43-9199.00,43-9199.00,43-9199,4419.0,Clerical support workers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6111.0,Field crop and vegetable growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6112.0,Tree and shrub crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6114.0,Mixed crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6121.0,Livestock and dairy producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6122.0,Poultry producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6123.0,Apiarists and sericulturists
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6129.0,Animal producers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6130.0,Mixed crop and animal producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6210.0,Forestry and related workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6221.0,Aquaculture workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6222.0,Inland and coastal waters fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6223.0,Deep-sea fishery workers
