skill,weighted_score
lens grinding,0.21999999999999992
medical abbreviation translation,0.2199999999999999
durability assessment,0.21999999999999986
high ceiling work,0.21999999999999986
texturizing compound application,0.21999999999999986
countersinking,0.21999999999999986
cementing material application,0.21999999999999986
tape embedding,0.21999999999999986
environmental modeling,0.2199999999999998
bitmap editing,0.2199999999999998
typeface management,0.2199999999999998
airbrushing,0.2199999999999998
digital asset management,0.2199999999999998
color management,0.2199999999999998
image retouching,0.2199999999999998
ecological knowledge,0.2199999999999998
color separation,0.2199999999999998
masking,0.2199999999999998
restoration planning,0.2199999999999998
project scheduling,0.2199999999999998
nutrition education,0.2149999999999999
network design,0.213333333333333
business education,0.21
track assembly,0.2099999999999999
visual hygiene education,0.2099999999999999
vision therapy,0.2099999999999999
foreign object removal,0.2099999999999999
door frame installation,0.2099999999999999
electric door opener installation,0.2099999999999999
mechanical door repair,0.2099999999999999
automated door systems installation,0.2099999999999999
custom enclosure construction,0.2099999999999999
interior design,0.2099999999999999
navigation system installation,0.2099999999999999
electrical system inspection,0.2099999999999999
wiring and soldering,0.2099999999999999
security breach investigation,0.20999999999999988
facility examination,0.20999999999999988
pedagogy,0.2099999999999998
animal training techniques,0.2083333333333332
human animal interaction,0.2083333333333332
conditioning animals,0.2083333333333332
educational program development,0.20499999999999993
scientific communication,0.2049999999999999
spelling and grammar,0.2049999999999997
donor relationship building,0.2033333333333332
spray gun operation,0.2033333333333331
sample examination,0.2000000000000004
core formation,0.2
pattern removal techniques,0.2
crane operation,0.2
parting agent application,0.2
mold section alignment,0.2
mold surface repair,0.2
core box maintenance,0.2
pattern positioning,0.2
heavy component movement,0.2
feedstock evaluation,0.1966666666666666
flow meter calibration,0.1966666666666666
system modeling,0.1966666666666664
system scalability,0.1966666666666664
job analysis,0.195
labor law,0.195
personal finance,0.19499999999999992
social advocacy,0.19499999999999992
production issue resolution,0.19499999999999992
agricultural systems design,0.19499999999999978
power distribution systems,0.19499999999999978
crop storage planning,0.19499999999999978
land reclamation planning,0.19499999999999978
agricultural machinery design,0.19499999999999978
message recording,0.1933333333333329
upholstery repair,0.19
pattern adherence,0.19
circuit breaker installation,0.19
switch installation,0.19
cable laying,0.19
pole erection,0.19
academic governance,0.19
power line inspection,0.19
transformer installation,0.19
edge alignment,0.19
thread trimming,0.19
wood refinishing,0.19
mail examination,0.19
needle preparation,0.19
hand-eye coordination,0.19
thread selection,0.19
component measurement,0.19
upholstery techniques,0.19
custom furniture creation,0.19
spring replacement,0.19
loose fiber stuffing,0.19
webbing adjustment,0.19
measuring and cutting,0.19
requirements analysis,0.18999999999999992
boarding assistance,0.18999999999999992
seating arrangements,0.18999999999999992
engine performance monitoring,0.1899999999999999
software installation,0.1899999999999998
scientific paper presentation,0.1899999999999997
eye movement analysis,0.1899999999999997
vision screening,0.1899999999999997
clinical method training,0.1899999999999997
binocular vision techniques,0.1899999999999997
adult education,0.18999999999999917
literacy training,0.18999999999999917
solvent handling,0.18833333333333319
technical analysis,0.1849999999999998
microscopy techniques,0.18
pathological condition detection,0.18
genetic nomenclature,0.18
chromosome banding,0.18
acrylic paste mixing,0.18
framework assembly,0.18
cellular analysis,0.18
model evaluation,0.18
chromosome analysis,0.18
genetic disease diagnosis,0.18
laboratory information systems,0.18
histology techniques,0.18
chromosome imaging,0.18
patient data documentation,0.18
hormonal imbalance detection,0.18
porcelain handling,0.18
audio synchronization,0.17999999999999988
digital audio conversion,0.17999999999999988
audio quality control,0.17999999999999988
audio troubleshooting,0.17999999999999988
audio mixing,0.17999999999999988
organizational development,0.17999999999999972
substance abuse prevention,0.1799999999999996
mold assembly,0.17499999999999982
personal growth,0.1749999999999996
facial treatments,0.17
product selection,0.17
skin care regimens,0.17
tinting and coloring,0.17
site assessment,0.16999999999999998
posthole digging,0.16999999999999998
pressure vessel inspection,0.16999999999999998
technical sales,0.16999999999999998
fence repair,0.16999999999999998
concrete work,0.16999999999999998
ground preparation,0.16999999999999998
gating installation,0.16999999999999998
plate shaping techniques,0.16999999999999998
organizational goal alignment,0.1699999999999999
employee skills enhancement,0.1699999999999999
data integrity,0.1699999999999999
microorganism identification,0.1699999999999999
instructor performance assessment,0.1699999999999999
application assistance,0.1699999999999999
structural determination,0.1699999999999999
molecular analysis,0.1699999999999999
public health research,0.1699999999999999
medical principle teaching,0.1699999999999999
safety valve maintenance,0.16999999999999982
regulator installation,0.16999999999999982
valve repair,0.16999999999999982
book maintenance,0.1699999999999998
patron registration,0.1699999999999998
expense management,0.1699999999999996
legal terminology application,0.1699999999999996
telephone communication,0.1699999999999996
information gathering,0.1699999999999996
case file management,0.1699999999999996
document distribution,0.1699999999999996
office memo drafting,0.1699999999999996
billing management,0.1699999999999996
product testing,0.1649999999999999
directory navigation,0.163333333333333
switchboard operation,0.163333333333333
special assistance,0.163333333333333
genetic laboratory techniques,0.16
computational skills,0.16
urban planning,0.16
exercise planning,0.16
program adaptation,0.16
lifestyle education,0.16
corrective measures,0.16
genetic principle instruction,0.16
genetic research design,0.16
repayment scheduling,0.16
loan approval,0.16
material separation,0.1566666666666663
mail transfer,0.155
quality control policy formulation,0.155
mail addressing,0.155
mail quality control,0.155
mail routing,0.155
mail postage affixation,0.155
mail collection,0.155
lawn maintenance,0.15000000000000002
sod laying,0.15000000000000002
gardening techniques,0.15000000000000002
weeding and mulching,0.15000000000000002
value forecasting,0.1499999999999999
comparable property analysis,0.1499999999999999
data research,0.1499999999999999
physical property documentation,0.1499999999999999
hair styling,0.14999999999999972
weight estimation,0.1466666666666668
critical judgment,0.1466666666666668
container management,0.1466666666666668
nursing informatics,0.1466666666666666
health information technology,0.1466666666666666
informatics solutions development,0.1466666666666666
patient information security,0.1466666666666666
fiberglass handling,0.1449999999999998
visual examination,0.1449999999999998
resin application,0.1449999999999998
wrinkle elimination,0.1449999999999998
air bubble removal,0.1449999999999998
office software,0.14333333333333298
sustainable regeneration,0.1433333333333329
emergency shutdown procedures,0.1414285714285713
environmental protocols management,0.1414285714285713
performance standards development,0.14
cable splicing,0.14
technical innovation,0.14
logical analysis,0.14
employee orientation,0.13999999999999999
firewall configuration,0.1399999999999999
data encryption,0.1399999999999999
traumatic brain injury support,0.13999999999999968
disability accommodation,0.13999999999999968
gross motor skills development,0.13999999999999968
sports and game achievement,0.13999999999999968
perceptual motor skills,0.13999999999999968
orthopedic impairment support,0.13999999999999968
autism support,0.13999999999999968
confidentiality maintenance,0.13999999999999968
individualized instruction,0.13999999999999968
sterile field maintenance,0.13750000000000032
conveyor operation,0.13671568627450958
speed control,0.1366666666666666
maintenance skills,0.1366666666666666
story organization,0.135
editorial standards,0.135
news research techniques,0.135
writing for different mediums,0.135
proofreading techniques,0.1349999999999996
guest accommodation,0.1333333333333332
word processing,0.13
web analytics,0.13
electronic mail systems,0.13
land improvement design,0.1299999999999999
educational activities,0.1299999999999999
range planning,0.1299999999999999
audience adaptation,0.1299999999999999
commentary development,0.1299999999999999
plan adaptation,0.1299999999999999
direction provision,0.1299999999999999
site knowledge,0.1299999999999999
experience management,0.1299999999999999
question response,0.1299999999999999
revegetation techniques,0.1299999999999999
grazing management,0.1299999999999999
literature analysis,0.1299999999999999
brush control,0.1299999999999999
vegetation assessment,0.1299999999999999
constructive communication,0.1299999999999997
individual therapy,0.1299999999999997
prevention programs,0.1299999999999997
genitourinary system knowledge,0.1299999999999994
urology consultation,0.1299999999999994
urology techniques,0.1299999999999994
urologic disorder treatment,0.1299999999999994
stone analysis,0.1233333333333331
dimension marking,0.1233333333333331
force application,0.1233333333333331
computer science,0.1216666666666662
testing and validation,0.1216666666666662
loan processing,0.12
casting,0.1199999999999999
experiential learning,0.1199999999999999
course design,0.1199999999999999
parking regulations knowledge,0.1199999999999999
actor development,0.1199999999999999
liaison skills,0.1199999999999999
dining reservation,0.1133333333333332
guest service,0.1133333333333332
local information provision,0.1133333333333332
labor support,0.1100000000000001
newborn care,0.1100000000000001
prenatal care,0.1100000000000001
post-birth care,0.1100000000000001
pregnancy management,0.1100000000000001
childbirth assistance,0.1100000000000001
emergency preparedness,0.1100000000000001
radiation therapy,0.11000000000000001
escalation procedures,0.11
tax planning,0.11
financial market trends,0.11
insurance planning,0.11
dental materials,0.11
customer satisfaction,0.11
debt liquidation,0.11
nutrition counseling,0.1099999999999999
dietary assessment,0.1099999999999999
tree shaping,0.1099999999999999
branch removal,0.1099999999999999
climbing gear usage,0.1099999999999999
rigging techniques,0.1099999999999999
administrative record-keeping,0.1099999999999999
systemic health monitoring,0.1099999999999999
prosthetic device fitting,0.1099999999999999
foot care techniques,0.1099999999999999
tree climbing techniques,0.1099999999999999
probability theory,0.1099999999999996
woodworking tools operation,0.10999999999999951
color and texture selection,0.10999999999999951
finishing substance application,0.10999999999999951
surface treatment and protection,0.10999999999999951
painting and staining,0.10999999999999951
wood repair and restoration,0.10999999999999951
communication systems configuration,0.10499999999999991
telecommunications systems design,0.10499999999999991
scrap metal management,0.1049999999999998
material sampling,0.1049999999999998
metal casting processes,0.1049999999999998
grinding wheel dressing,0.1049999999999991
metal surface quality control,0.1049999999999991
credit counseling,0.1
financial literacy,0.1
debt management,0.1
scalp condition treatment,0.1
hair loss management,0.1
patron needs assessment,0.1
medical referral advice,0.1
scalp health monitoring,0.1
hearing aid fitting,0.1
operational improvement,0.1
digital media storage,0.1
device assembly,0.1
device adjustment,0.1
body measurement techniques,0.1
medical device fabrication,0.1
prosthesis design,0.1
dental technology,0.1
implant placement,0.1
dental restoration,0.1
aesthetic dentistry,0.1
audio visual materials selection,0.1
audio video feed management,0.1
video editing skills,0.1
event lighting control,0.1
video equipment maintenance,0.1
audio video system design,0.1
presentation equipment operation,0.1
material shaping techniques,0.1
assistive listening devices,0.1
ear molding techniques,0.1
treatment application,0.1
site analysis,0.09999999999999998
water conservation,0.09999999999999998
office hours management,0.0999999999999999
analytical research,0.0999999999999999
bibliography compilation,0.0999999999999999
visitor services,0.0999999999999999
audio-visual design,0.0999999999999999
gum probing,0.09999999999999981
x-ray film development,0.09999999999999981
dental record keeping,0.09999999999999981
dental calculus removal,0.09999999999999981
oral cancer detection,0.09999999999999981
topical anesthesia administration,0.09999999999999981
data validation,0.0999999999999995
quality control audits,0.0999999999999995
audio control,0.0949999999999999
telephone etiquette,0.0933333333333331
infrastructure maintenance,0.09
pipe laying,0.09
trench grading,0.09
paraffin wax embedding,0.09
histological slide preparation,0.09
training materials design,0.09
tissue sectioning,0.09
diagnostic material archiving,0.09
target audience research,0.09
image generation,0.09
computer software proficiency,0.09
design trend awareness,0.09
digital file preparation,0.09
mud report preparation,0.09
derrick inspection,0.09
pipe cutting,0.09
pump operation,0.09
surgical site assessment,0.0899999999999999
behavioral influence,0.0899999999999999
wound closure,0.0899999999999999
story development,0.0899999999999999
aseptic maintenance,0.0899999999999999
bleeding control,0.0899999999999999
surgical retraction,0.0899999999999999
ophthalmic consultation,0.0899999999999998
laser surgery techniques,0.0899999999999998
vision health promotion,0.0899999999999998
endoscopic equipment operation,0.08750000000000041
medical procedure support,0.08750000000000041
surgical instrument handling,0.0874999999999999
visual aids design,0.0849999999999997
optical equipment operation,0.083333333333333
textile production techniques,0.08
product configuration,0.08
product advantages,0.08
industry trends,0.08
event coordination,0.08
contract creation,0.08
plaster casting,0.08
prosthetic and orthotic appliances,0.08
device fitting,0.08
device design,0.08
technical composition,0.0799999999999999
lens management,0.0799999999999999
artistic vision,0.0799999999999999
exercise physiology,0.0799999999999999
physiological testing,0.0799999999999999
research presentation,0.0799999999999999
test data analysis,0.0799999999999998
photonic test data recording,0.0799999999999998
employee selection,0.0799999999999997
leadership coaching,0.0799999999999997
mathematical skills,0.0700000000000001
administrative support,0.0700000000000001
autopsy techniques,0.07
dental appliance design,0.07
orthodontic procedures instruction,0.07
skin analysis,0.07
energy efficiency improvement planning,0.07
energy savings calculation,0.07
energy consumption baseline establishment,0.07
timepiece repair techniques,0.07
railway safety protocols,0.07
track monitoring,0.07
switch operation,0.07
coupling and uncoupling,0.07
precision cleaning methods,0.07
death notification,0.07
timepiece testing,0.07
building system evaluation,0.07
death investigation,0.07
crisis communication,0.07
specialized tool usage,0.07
mechanism inspection,0.07
building envelope inspection,0.07
remains management,0.07
energy consumption measurement,0.07
energy conservation education,0.07
energy efficient technology selection,0.07
tour package sales,0.06999999999999999
visual documentation,0.0699999999999999
water storage facilities design,0.0699999999999999
site specification development,0.0699999999999999
water efficiency programs development,0.0699999999999999
wind farm layout design,0.0699999999999999
hydraulic modeling,0.0699999999999999
glass preparation,0.0699999999999999
glass handling and transportation,0.0699999999999999
glass cutting techniques,0.0699999999999999
water distribution network design,0.0699999999999999
sludge treatment methods,0.0699999999999999
flood control measures,0.0699999999999999
measurement and marking,0.0699999999999999
steam application,0.0699999999999997
article preparation,0.0699999999999997
fiber softening,0.0699999999999997
wrinkle removal,0.0699999999999997
shape manipulation,0.0699999999999997
verbatim transcription techniques,0.06499999999999989
strong comprehension,0.06499999999999989
real-time decision making,0.06499999999999989
key issuance,0.0633333333333332
room assignment,0.0633333333333332
blending processes,0.06333333333333299
classification systems,0.060000000000000005
document editing,0.060000000000000005
historical significance analysis,0.060000000000000005
acquisition and display,0.060000000000000005
document preservation,0.060000000000000005
educational program coordination,0.060000000000000005
flame control and management,0.060000000000000005
vibration studies,0.06
cultural analysis,0.06
testing and installation,0.06
specification preparation,0.06
financial integrity,0.06
marine engineering,0.06
global studies,0.06
load positioning,0.06
environmental consulting,0.06
hoist maintenance,0.06
vessel design,0.06
load attachment,0.06
equipment performance evaluation,0.06
human geography,0.06
surgical team coordination,0.0599999999999999
cataloging systems,0.059999999999999803
database documentation,0.0566666666666667
database standards,0.0566666666666667
data warehousing,0.0566666666666667
database troubleshooting,0.0566666666666667
database maintenance,0.0566666666666667
database upgrade planning,0.0566666666666667
database reliability,0.0566666666666667
network performance analysis,0.0566666666666664
guideline creation,0.0500000000000001
civil rights law interpretation,0.0500000000000001
policy communication,0.0500000000000001
workplace fairness promotion,0.0500000000000001
complaint investigation,0.0500000000000001
nondiscriminatory employment practices,0.0500000000000001
equal opportunity compliance,0.0500000000000001
workplace discrimination assessment,0.0500000000000001
dispute arbitration,0.0500000000000001
hr documentation,0.05
employee file management,0.05
weather interpretation,0.05
employee support services,0.05
employee information provision,0.05
thread management,0.05
hearing loss counseling,0.05
hearing assessment,0.05
stitching techniques,0.05
auditory training,0.05
worksite cleaning,0.049999999999999906
infestation assessment,0.049999999999999906
pest identification,0.049999999999999906
pollutant measurement,0.0499999999999999
document transmission,0.0499999999999999
test execution,0.0499999999999999
operating room setup,0.0499999999999999
water supply planning,0.0499999999999999
document formatting,0.0499999999999999
field testing,0.0499999999999999
public awareness,0.0499999999999999
donor database management,0.0499999999999999
collation and binding,0.0499999999999999
typing skills,0.0499999999999999
test planning,0.0499999999999999
grammar and punctuation,0.0499999999999999
software design,0.0499999999999999
compatibility testing,0.0499999999999999
surgical supply management,0.0499999999999999
bug tracking,0.0499999999999999
clinical photography,0.0499999999999999
ophthalmic equipment operation,0.0499999999999999
refractive error calculation,0.0499999999999999
waterproofing techniques,0.0499999999999999
automated testing,0.0499999999999999
intraocular pressure measurement,0.0499999999999999
ophthalmic triage,0.0499999999999999
medical instrument preparation,0.0499999999999999
curriculum evaluation,0.0499999999999998
teacher coaching,0.0499999999999998
technical services,0.049999999999999795
user services,0.049999999999999795
library operations,0.049999999999999795
information literacy,0.049999999999999795
social adjustment,0.0449999999999999
form setting,0.0449999999999995
fixture installation,0.0449999999999995
edge shaping,0.0449999999999995
concrete spreading,0.0449999999999995
joint creation,0.0449999999999995
concrete repair,0.0449999999999995
compound application,0.0449999999999995
fetal monitoring,0.0400000000000001
lecture delivery,0.04
fault analysis,0.04
cable stringing,0.04
meeting facilitation,0.04
course development,0.04
cable pulling,0.04
confined space access,0.04
vendor selection,0.04
financial ratio generation,0.04
loan application review,0.04
visual acuity assessment,0.04
altitude management,0.0399999999999999
automated system utilization,0.0399999999999999
characterization,0.0399999999999999
revision skills,0.0399999999999999
dialogue writing,0.0399999999999999
lighting techniques,0.0399999999999999
language adaptation,0.0399999999999999
plot development,0.0399999999999999
copyright management,0.0399999999999999
audience analysis,0.0399999999999999
camera operation,0.0399999999999999
ambulance maintenance,0.0399999999999999
patient transfer techniques,0.0399999999999999
network administration,0.0399999999999998
data backup,0.0399999999999998
hardware repair,0.0399999999999998
software licensing,0.0399999999999998
music selection,0.035
event hosting,0.035
plant physiology,0.035
weed control,0.035
social interaction,0.035
promotional appearance,0.035
script writing,0.035
shaving techniques,0.0349999999999996
facial hair trimming,0.0349999999999996
material examination,0.0333333333333332
material marking,0.0333333333333332
template positioning,0.0333333333333332
cutting line marking,0.0333333333333332
data synthesis,0.03
data mining,0.03
glass installation,0.03
vessel navigation,0.03
economic guidelines,0.03
expert advice,0.03
business intelligence,0.03
payroll system operation,0.03
payroll data analysis,0.03
blood transfusion techniques,0.03
payroll record management,0.03
communication protocols,0.03
signal processing,0.03
maritime rescue techniques,0.03
wage calculation and deduction,0.03
leave time tracking,0.03
financial statement reconciliation,0.03
time sheet review and reconciliation,0.03
tax and deduction law compliance,0.03
product sourcing,0.0299999999999999
research design,0.029999999999999402
data communication,0.0266666666666664
database scalability,0.0233333333333334
database performance optimization,0.0233333333333334
wood cutting,0.0233333333333332
pattern repair,0.0233333333333332
rebar bending,0.02
order processing,0.02
component positioning,0.02
component verification,0.02
order verification,0.02
concrete form preparation,0.02
structural component fitting,0.02
wire mesh placement,0.02
reinforcing element installation,0.02
structural component installation,0.02
precision equipment design,0.02
mechatronic system design,0.02
steel bar positioning,0.02
material sequencing,0.02
fabric handling,0.02
reinforcement material securing,0.02
electronic communication,0.02
steel rod cutting,0.02
concrete structure integrity,0.02
sensor integration,0.02
motion control techniques,0.02
control device selection,0.02
pressure sensing,0.02
position sensing,0.02
automation systems development,0.02
complication management,0.0199999999999999
wire manipulation,0.0199999999999999
wire coiling techniques,0.0199999999999999
electrical component production,0.0199999999999999
component removal,0.0199999999999999
mobility enhancement,0.0199999999999999
physical assessment,0.0199999999999999
image review,0.0199999999999999
comprehensive reporting,0.0199999999999999
function restoration,0.0199999999999999
rock support systems,0.0199999999999998
anchoring systems,0.0199999999999998
biostatistical theory,0.0199999999999996
biostatistical consultation,0.0199999999999996
network upgrade planning,0.0166666666666666
network hardware selection,0.0166666666666666
network documentation,0.0166666666666666
network operations management,0.0166666666666666
network software development,0.0166666666666666
capacity planning,0.0166666666666666
web development,0.015
radiography techniques,0.0149999999999999
ultrasonic testing,0.0149999999999999
thermal imaging,0.0149999999999999
test result evaluation,0.0149999999999999
non-destructive testing,0.0149999999999999
web performance optimization,0.01
exhibition design,0.01
clinical judgment,0.01
cardiovascular system knowledge,0.01
test result reporting,0.01
web site testing,0.01
dental health programs,0.01
election analysis,0.01
governmental systems,0.01
authentication processes,0.01
scholarly writing,0.01
dental diagnosis,0.01
hearing conservation,0.01
light cleaning,0.01
companionship,0.01
assistive device fitting,0.01
screening program development,0.01
analytical thinking,0.01
server-side code optimization,0.01
food development,0.0099999999999999
flow regulation,0.0099999999999999
valve operation,0.0099999999999999
gauge monitoring,0.0099999999999999
flowmeter monitoring,0.0099999999999999
allergy and immunology knowledge,0.0099999999999999
food distribution,0.0099999999999999
chemical composition,0.0099999999999999
food preservation,0.0099999999999999
graphical analysis,0.0099999999999998
research planning,0.0099999999999998
clay manipulation,0.0066666666666667
kiln operation,0.0066666666666667
tire construction,0.0033333333333332
product monitoring,0.0033333333333332
tire inspection,0.0033333333333332
detail orientation,0.0033333333333332
gemstone identification,0.0033333333333332
plot diagram creation,0.0033333333333332
clarity analysis,0.0033333333333332
rubber processing,0.0033333333333332
