soc,skills_list,skill_text,cluster_id,canonical_skill
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Equipment operation""",equipment operation,19,equipment maintenance
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Plant diagnosis""",plant diagnosis,1856,plant diagnosis
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Spray direction""",spray direction,1857,spray direction
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Weather consideration""",weather consideration,1858,weather consideration
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Machinery maintenance""",machinery maintenance,19,equipment maintenance
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Chemical mixing""",chemical mixing,1859,chemical mixing
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Application equipment operation""",application equipment operation,19,equipment maintenance
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Safety protocols""",safety protocols,19,equipment maintenance
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Equipment selection""",equipment selection,19,equipment maintenance
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Chemical formulation""",chemical formulation,803,chemical synthesis
"Pesticide Handlers, Sprayers, and Applicators, Vegetation"," ""Area coverage""]",area coverage,1860,area coverage
Tree Trimmers and Pruners,"[""Tree Climbing Techniques""",tree climbing techniques,1861,tree climbing techniques
Tree Trimmers and Pruners," ""Equipment Operation""",equipment operation,19,equipment maintenance
Tree Trimmers and Pruners," ""Branch Removal""",branch removal,1862,branch removal
Tree Trimmers and Pruners," ""Tree Shaping""",tree shaping,1863,tree shaping
Tree Trimmers and Pruners," ""Debris Management""",debris management,1864,debris removal
Tree Trimmers and Pruners," ""Public Education""",public education,202,public education
Tree Trimmers and Pruners," ""Critical Thinking""",critical thinking,60,critical thinking
Tree Trimmers and Pruners," ""Problem Solving""",problem solving,5,problem solving
Tree Trimmers and Pruners," ""Safety Protocols""",safety protocols,19,equipment maintenance
Tree Trimmers and Pruners," ""Tool Maintenance""",tool maintenance,19,equipment maintenance
Tree Trimmers and Pruners," ""Climbing Gear Usage""",climbing gear usage,1865,climbing gear usage
Tree Trimmers and Pruners," ""Rigging Techniques""]",rigging techniques,1866,rigging techniques
First-Line Supervisors of Gambling Services Workers,"[""Customer Service""",customer service,44,customer service
First-Line Supervisors of Gambling Services Workers," ""Conflict Resolution""",conflict resolution,122,conflict resolution
First-Line Supervisors of Gambling Services Workers," ""Problem Solving""",problem solving,5,problem solving
First-Line Supervisors of Gambling Services Workers," ""Attention to Detail""",attention to detail,737,attention to detail
First-Line Supervisors of Gambling Services Workers," ""Time Management""",time management,7,time management
First-Line Supervisors of Gambling Services Workers," ""Leadership""",leadership,3,team management
First-Line Supervisors of Gambling Services Workers," ""Team Management""",team management,3,team management
First-Line Supervisors of Gambling Services Workers," ""Communication""",communication,4,communication
First-Line Supervisors of Gambling Services Workers," ""Interpersonal Skills""",interpersonal skills,4,communication
First-Line Supervisors of Gambling Services Workers," ""Adaptability""",adaptability,1111,adaptability
First-Line Supervisors of Gambling Services Workers," ""Analytical Thinking""",analytical thinking,1867,analytical thinking
First-Line Supervisors of Gambling Services Workers," ""Financial Management""",financial management,24,financial management
First-Line Supervisors of Gambling Services Workers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
First-Line Supervisors of Gambling Services Workers," ""Quality Control""]",quality control,19,equipment maintenance
First-Line Supervisors of Personal Service Workers,"[""Customer Service""",customer service,44,customer service
First-Line Supervisors of Personal Service Workers," ""Team Management""",team management,3,team management
First-Line Supervisors of Personal Service Workers," ""Time Management""",time management,7,time management
First-Line Supervisors of Personal Service Workers," ""Quality Control""",quality control,19,equipment maintenance
First-Line Supervisors of Personal Service Workers," ""Employee Training""",employee training,42,staff supervision
First-Line Supervisors of Personal Service Workers," ""Conflict Resolution""",conflict resolution,122,conflict resolution
First-Line Supervisors of Personal Service Workers," ""Performance Monitoring""",performance monitoring,23,operations monitoring
First-Line Supervisors of Personal Service Workers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
First-Line Supervisors of Personal Service Workers," ""Supply Chain Management""",supply chain management,26,supply chain management
First-Line Supervisors of Personal Service Workers," ""Staff Scheduling""",staff scheduling,134,scheduling
First-Line Supervisors of Personal Service Workers," ""Employee Relations""",employee relations,118,employee relations
First-Line Supervisors of Personal Service Workers," ""Service Delivery""]",service delivery,200,service delivery
Animal Trainers,"[""Animal Behavior Analysis""",animal behavior analysis,816,wildlife behavior study
Animal Trainers," ""Animal Training Techniques""",animal training techniques,1868,animal training techniques
Animal Trainers," ""Communication Skills""",communication skills,4,communication
Animal Trainers," ""Conditioning Animals""",conditioning animals,1869,conditioning animals
Animal Trainers," ""Customer Education""",customer education,36,customer education
Animal Trainers," ""Data Recording""",data recording,752,data recording
Animal Trainers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Animal Trainers," ""Health Monitoring""",health monitoring,1434,patient monitoring
Animal Trainers," ""Human Animal Interaction""",human animal interaction,1870,human animal interaction
Animal Trainers," ""Learning Strategies""",learning strategies,292,learning strategies
Animal Trainers," ""Performance Evaluation""",performance evaluation,23,operations monitoring
Animal Trainers," ""Training Program Development""]",training program development,21,training and development
Animal Caretakers,"[""Animal behavior knowledge""",animal behavior knowledge,816,wildlife behavior study
Animal Caretakers," ""Animal care techniques""",animal care techniques,784,animal care
Animal Caretakers," ""Animal health monitoring""",animal health monitoring,1871,animal health monitoring
Animal Caretakers," ""Animal nutrition knowledge""",animal nutrition knowledge,778,animal nutrition
Animal Caretakers," ""Communication skills""",communication skills,4,communication
Animal Caretakers," ""Disinfection techniques""",disinfection techniques,19,equipment maintenance
Animal Caretakers," ""Facility maintenance""",facility maintenance,55,facility maintenance
Animal Caretakers," ""Grooming techniques""",grooming techniques,1697,grooming assistance
Animal Caretakers," ""Health record keeping""",health record keeping,50,record keeping
Animal Caretakers," ""Hygiene practices""",hygiene practices,19,equipment maintenance
Animal Caretakers," ""Medication administration""",medication administration,1424,medication administration
Animal Caretakers," ""Pet care advice""]",pet care advice,1872,pet care advice
Gambling Dealers,"[""Mathematics""",mathematics,104,mathematics
Gambling Dealers," ""Critical Thinking""",critical thinking,60,critical thinking
Gambling Dealers," ""Active Listening""",active listening,265,active listening
Gambling Dealers," ""Social Perceptiveness""",social perceptiveness,293,social perceptiveness
Gambling Dealers," ""Coordination""",coordination,4,communication
Gambling Dealers," ""Persuasion""",persuasion,311,persuasion
Gambling Dealers," ""Negotiation""",negotiation,39,negotiation
Gambling Dealers," ""Service Orientation""",service orientation,1084,service orientation
Gambling Dealers," ""Complex Problem Solving""",complex problem solving,96,complex problem solving
Gambling Dealers," ""Operations Analysis""",operations analysis,19,equipment maintenance
Gambling Dealers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Gambling Dealers," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
Gambling Dealers," ""Time Management""]",time management,7,time management
Gambling and Sports Book Writers and Runners,"[""Financial Transaction Management""",financial transaction management,24,financial management
Gambling and Sports Book Writers and Runners," ""Communication""",communication,4,communication
Gambling and Sports Book Writers and Runners," ""Attention to Detail""",attention to detail,737,attention to detail
Gambling and Sports Book Writers and Runners," ""Customer Service""",customer service,44,customer service
Gambling and Sports Book Writers and Runners," ""Mathematical Calculation""",mathematical calculation,245,mathematical calculations
Gambling and Sports Book Writers and Runners," ""Problem Solving""",problem solving,5,problem solving
Gambling and Sports Book Writers and Runners," ""Critical Thinking""",critical thinking,60,critical thinking
Gambling and Sports Book Writers and Runners," ""Social Awareness""",social awareness,1004,social awareness
Gambling and Sports Book Writers and Runners," ""Coordination""",coordination,4,communication
Gambling and Sports Book Writers and Runners," ""Time Management""",time management,7,time management
Gambling and Sports Book Writers and Runners," ""Financial Management""",financial management,24,financial management
Gambling and Sports Book Writers and Runners," ""Resource Management""]",resource management,7,time management
Motion Picture Projectionists,"[""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Motion Picture Projectionists," ""Troubleshooting""",troubleshooting,423,troubleshooting
Motion Picture Projectionists," ""Repairing""",repairing,19,equipment maintenance
Motion Picture Projectionists," ""Quality Control Analysis""",quality control analysis,19,equipment maintenance
Motion Picture Projectionists," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
Motion Picture Projectionists," ""Systems Analysis""",systems analysis,58,systems analysis
Motion Picture Projectionists," ""Systems Evaluation""",systems evaluation,23,operations monitoring
Motion Picture Projectionists," ""Time Management""",time management,7,time management
Motion Picture Projectionists," ""Equipment Selection""",equipment selection,19,equipment maintenance
Motion Picture Projectionists," ""Installation""",installation,615,installation
Motion Picture Projectionists," ""Programming""",programming,405,programming
Motion Picture Projectionists," ""Operations Monitoring""",operations monitoring,23,operations monitoring
Motion Picture Projectionists," ""Operation and Control""",operation and control,967,operation and control
Motion Picture Projectionists," ""Complex Problem Solving""]",complex problem solving,96,complex problem solving
"Ushers, Lobby Attendants, and Ticket Takers","[""Customer Service""",customer service,44,customer service
"Ushers, Lobby Attendants, and Ticket Takers"," ""Problem Solving""",problem solving,5,problem solving
"Ushers, Lobby Attendants, and Ticket Takers"," ""Communication""",communication,4,communication
"Ushers, Lobby Attendants, and Ticket Takers"," ""Patron Guidance""",patron guidance,1873,patron conduct
"Ushers, Lobby Attendants, and Ticket Takers"," ""Facility Management""",facility management,55,facility maintenance
"Ushers, Lobby Attendants, and Ticket Takers"," ""Emergency Response""",emergency response,62,emergency response
"Ushers, Lobby Attendants, and Ticket Takers"," ""Lost Item Recovery""",lost item recovery,1874,lost item recovery
"Ushers, Lobby Attendants, and Ticket Takers"," ""Admission Verification""",admission verification,1875,admission verification
"Ushers, Lobby Attendants, and Ticket Takers"," ""Accessibility Assistance""",accessibility assistance,1245,accessibility assistance
"Ushers, Lobby Attendants, and Ticket Takers"," ""Order Maintenance""",order maintenance,1876,order maintenance
"Ushers, Lobby Attendants, and Ticket Takers"," ""Safety Rules Enforcement""",safety rules enforcement,19,equipment maintenance
"Ushers, Lobby Attendants, and Ticket Takers"," ""Information Provision""]",information provision,1877,information provision
Amusement and Recreation Attendants,"[""Customer Service""",customer service,44,customer service
Amusement and Recreation Attendants," ""Inventory Management""",inventory management,41,inventory management
Amusement and Recreation Attendants," ""Emergency Response""",emergency response,62,emergency response
Amusement and Recreation Attendants," ""Concession Operations""",concession operations,1878,concession operations
Amusement and Recreation Attendants," ""Ride Operations""",ride operations,1879,ride operations
Amusement and Recreation Attendants," ""Event Management""",event management,47,event planning
Amusement and Recreation Attendants," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Amusement and Recreation Attendants," ""Safety Protocols""",safety protocols,19,equipment maintenance
Amusement and Recreation Attendants," ""Cash Handling""",cash handling,77,cash handling
Amusement and Recreation Attendants," ""Ticket Sales""",ticket sales,1880,ticket sales
Amusement and Recreation Attendants," ""Facility Management""",facility management,55,facility maintenance
Amusement and Recreation Attendants," ""Patron Conduct""",patron conduct,1873,patron conduct
Amusement and Recreation Attendants," ""Attendance Tracking""]",attendance tracking,139,attendance management
Costume Attendants,"[""Costume design""",costume design,1288,costume design
Costume Attendants," ""Costume construction""",costume construction,1288,costume design
Costume Attendants," ""Alteration techniques""",alteration techniques,1881,alteration techniques
Costume Attendants," ""Wardrobe management""",wardrobe management,1882,wardrobe management
Costume Attendants," ""Inventory control""",inventory control,41,inventory management
Costume Attendants," ""Costume maintenance""",costume maintenance,1288,costume design
Costume Attendants," ""Laundry techniques""",laundry techniques,1694,laundry
Costume Attendants," ""Repair skills""",repair skills,1883,repair skills
Costume Attendants," ""Costume selection""",costume selection,1288,costume design
Costume Attendants," ""Historical research""",historical research,923,historical research
Costume Attendants," ""Period style analysis""",period style analysis,1884,period style analysis
Costume Attendants," ""Script analysis""",script analysis,1256,script analysis
Costume Attendants," ""Costume procurement""]",costume procurement,1288,costume design
"Locker Room, Coatroom, and Dressing Room Attendants","[""Customer Service""",customer service,44,customer service
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Inventory Management""",inventory management,41,inventory management
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Lost and Found Management""",lost and found management,1885,lost and found management
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Facility Maintenance""",facility maintenance,55,facility maintenance
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Cleaning Techniques""",cleaning techniques,19,equipment maintenance
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Safety Protocols""",safety protocols,19,equipment maintenance
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Order Management""",order management,1886,order management
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Supply Chain Management""",supply chain management,26,supply chain management
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Patron Relations""",patron relations,1873,patron conduct
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Problem Solving""",problem solving,5,problem solving
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Time Management""",time management,7,time management
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Facility Operations""",facility operations,55,facility maintenance
"Locker Room, Coatroom, and Dressing Room Attendants"," ""Storage Management""]",storage management,112,storage management
Embalmers,"[""Embalming techniques""",embalming techniques,1887,embalming techniques
Embalmers," ""Cosmetic restoration""",cosmetic restoration,1888,cosmetic restoration
Embalmers," ""Restorative surgery""",restorative surgery,1889,restorative surgery
Embalmers," ""Circulatory system management""",circulatory system management,1890,circulatory system management
Embalmers," ""Preservation fluid handling""",preservation fluid handling,1891,preservation fluid handling
Embalmers," ""Disinfection protocols""",disinfection protocols,19,equipment maintenance
Embalmers," ""Sanitation procedures""",sanitation procedures,19,equipment maintenance
Embalmers," ""Record keeping""",record keeping,50,record keeping
Embalmers," ""Communication skills""",communication skills,4,communication
Embalmers," ""Family counseling""",family counseling,203,counseling techniques
Embalmers," ""Funeral coordination""",funeral coordination,205,funeral planning
Embalmers," ""Pallbearer duties""",pallbearer duties,1892,pallbearer duties
Embalmers," ""Casket arrangement""]",casket arrangement,1893,casket arrangement
Funeral Attendants,"[""Emotional Support""",emotional support,1001,emotional support
Funeral Attendants," ""Event Planning""",event planning,47,event planning
Funeral Attendants," ""Facility Maintenance""",facility maintenance,55,facility maintenance
Funeral Attendants," ""Logistical Coordination""",logistical coordination,103,logistics management
Funeral Attendants," ""Mourner Guidance""",mourner guidance,1894,mourner guidance
Funeral Attendants," ""Processional Management""",processional management,1895,processional management
Funeral Attendants," ""Vehicle Operation""",vehicle operation,1896,vehicle operation
Funeral Attendants," ""Equipment Management""",equipment management,19,equipment maintenance
Funeral Attendants," ""Ceremonial Protocol""",ceremonial protocol,1897,ceremonial protocol
Funeral Attendants," ""Customer Service""",customer service,44,customer service
Funeral Attendants," ""Communication Skills""",communication skills,4,communication
Funeral Attendants," ""Problem Solving""]",problem solving,5,problem solving
"Morticians, Undertakers, and Funeral Arrangers","[""Emotional Support""",emotional support,1001,emotional support
"Morticians, Undertakers, and Funeral Arrangers"," ""Funeral Planning""",funeral planning,205,funeral planning
"Morticians, Undertakers, and Funeral Arrangers"," ""Logistical Coordination""",logistical coordination,103,logistics management
"Morticians, Undertakers, and Funeral Arrangers"," ""Communication Skills""",communication skills,4,communication
"Morticians, Undertakers, and Funeral Arrangers"," ""Counseling""",counseling,203,counseling techniques
"Morticians, Undertakers, and Funeral Arrangers"," ""Financial Management""",financial management,24,financial management
"Morticians, Undertakers, and Funeral Arrangers"," ""Transportation Management""",transportation management,231,transportation management
"Morticians, Undertakers, and Funeral Arrangers"," ""Event Planning""",event planning,47,event planning
"Morticians, Undertakers, and Funeral Arrangers"," ""Customer Service""",customer service,44,customer service
"Morticians, Undertakers, and Funeral Arrangers"," ""Problem Solving""",problem solving,5,problem solving
"Morticians, Undertakers, and Funeral Arrangers"," ""Time Management""",time management,7,time management
"Morticians, Undertakers, and Funeral Arrangers"," ""Team Management""]",team management,3,team management
Barbers,"[""Hair Cleansing Techniques""",hair cleansing techniques,1499,hair cleansing techniques
Barbers," ""Customer Education""",customer education,36,customer education
Barbers," ""Communication""",communication,4,communication
Barbers," ""Time Management""",time management,7,time management
Barbers," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Barbers," ""Quality Control""",quality control,19,equipment maintenance
Barbers," ""Judgment and Decision Making""",judgment and decision making,90,judgment and decision making
Barbers," ""Social Perceptiveness""",social perceptiveness,293,social perceptiveness
Barbers," ""Service Orientation""",service orientation,1084,service orientation
Barbers," ""Active Listening""",active listening,265,active listening
Barbers," ""Hair Styling""",hair styling,1898,hair styling
Barbers," ""Facial Hair Trimming""",facial hair trimming,1899,facial hair trimming
Barbers," ""Shaving Techniques""]",shaving techniques,1900,shaving techniques
"Hairdressers, Hairstylists, and Cosmetologists","[""Hair Cleansing Techniques""",hair cleansing techniques,1499,hair cleansing techniques
"Hairdressers, Hairstylists, and Cosmetologists"," ""Hair Styling""",hair styling,1898,hair styling
"Hairdressers, Hairstylists, and Cosmetologists"," ""Customer Education""",customer education,36,customer education
"Hairdressers, Hairstylists, and Cosmetologists"," ""Sanitation and Hygiene""",sanitation and hygiene,19,equipment maintenance
"Hairdressers, Hairstylists, and Cosmetologists"," ""Time Management""",time management,7,time management
"Hairdressers, Hairstylists, and Cosmetologists"," ""Cash Handling""",cash handling,77,cash handling
"Hairdressers, Hairstylists, and Cosmetologists"," ""Inventory Management""",inventory management,41,inventory management
"Hairdressers, Hairstylists, and Cosmetologists"," ""Customer Service""",customer service,44,customer service
"Hairdressers, Hairstylists, and Cosmetologists"," ""Communication Skills""",communication skills,4,communication
"Hairdressers, Hairstylists, and Cosmetologists"," ""Analytical Skills""",analytical skills,450,analytical skills
"Hairdressers, Hairstylists, and Cosmetologists"," ""Problem Solving""",problem solving,5,problem solving
"Hairdressers, Hairstylists, and Cosmetologists"," ""Product Knowledge""]",product knowledge,389,product knowledge
"Makeup Artists, Theatrical and Performance","[""Hair Cleansing Techniques""",hair cleansing techniques,1499,hair cleansing techniques
"Makeup Artists, Theatrical and Performance"," ""Skin Preparation""",skin preparation,1901,skin preparation
"Makeup Artists, Theatrical and Performance"," ""Makeup Application""",makeup application,1902,makeup application
"Makeup Artists, Theatrical and Performance"," ""Prosthetic Attachment""",prosthetic attachment,1903,prosthetic attachment
"Makeup Artists, Theatrical and Performance"," ""Special Effects Creation""",special effects creation,1904,special effects creation
"Makeup Artists, Theatrical and Performance"," ""Script Analysis""",script analysis,1256,script analysis
"Makeup Artists, Theatrical and Performance"," ""Character Research""",character research,1905,character research
"Makeup Artists, Theatrical and Performance"," ""Period Setting Knowledge""",period setting knowledge,1906,period setting knowledge
"Makeup Artists, Theatrical and Performance"," ""Lighting Adjustment""",lighting adjustment,1907,lighting adjustment
"Makeup Artists, Theatrical and Performance"," ""Continuity Maintenance""",continuity maintenance,1908,continuity maintenance
"Makeup Artists, Theatrical and Performance"," ""Supply Management""",supply management,26,supply chain management
"Makeup Artists, Theatrical and Performance"," ""Budgeting""]",budgeting,2,budgeting
Manicurists and Pedicurists,"[""Hair cleansing techniques""",hair cleansing techniques,1499,hair cleansing techniques
Manicurists and Pedicurists," ""Nail shaping""",nail shaping,1909,nail shaping
Manicurists and Pedicurists," ""Nail polishing""",nail polishing,1910,nail polishing
Manicurists and Pedicurists," ""Customer education""",customer education,36,customer education
Manicurists and Pedicurists," ""Nail care advice""",nail care advice,1911,nail care advice
Manicurists and Pedicurists," ""Sales techniques""",sales techniques,31,sales techniques
Manicurists and Pedicurists," ""Payment processing""",payment processing,242,payment processing
Manicurists and Pedicurists," ""Inventory management""",inventory management,41,inventory management
Manicurists and Pedicurists," ""Time management""",time management,7,time management
Manicurists and Pedicurists," ""Client communication""",client communication,175,client communication
Manicurists and Pedicurists," ""Sanitation and hygiene""",sanitation and hygiene,19,equipment maintenance
Manicurists and Pedicurists," ""Nail art decoration""]",nail art decoration,1912,nail art decoration
Shampooers,"[""Hair cleansing techniques""",hair cleansing techniques,1499,hair cleansing techniques
Shampooers," ""Scalp health monitoring""",scalp health monitoring,1913,scalp health monitoring
Shampooers," ""Customer education""",customer education,36,customer education
Shampooers," ""Resource management""",resource management,7,time management
Shampooers," ""Attention to detail""",attention to detail,737,attention to detail
Shampooers," ""Patron needs assessment""",patron needs assessment,1914,patron needs assessment
Shampooers," ""Treatment application""",treatment application,1915,treatment application
Shampooers," ""Scalp condition treatment""",scalp condition treatment,1916,scalp condition treatment
Shampooers," ""Hair loss management""",hair loss management,1917,hair loss management
Shampooers," ""Specialized equipment operation""",specialized equipment operation,19,equipment maintenance
Shampooers," ""Medical referral advice""",medical referral advice,1918,medical referral advice
Shampooers," ""Service consistency maintenance""]",service consistency maintenance,1919,consistency monitoring
Skincare Specialists,"[""Hair cleansing techniques""",hair cleansing techniques,1499,hair cleansing techniques
Skincare Specialists," ""Skin analysis""",skin analysis,1522,skin analysis
Skincare Specialists," ""Facial treatments""",facial treatments,1920,facial treatments
Skincare Specialists," ""Product selection""",product selection,1921,product selection
Skincare Specialists," ""Client education""",client education,384,client education
Skincare Specialists," ""Sanitation and sterilization""",sanitation and sterilization,19,equipment maintenance
Skincare Specialists," ""Record keeping""",record keeping,50,record keeping
Skincare Specialists," ""Skin care regimens""",skin care regimens,1922,skin care regimens
Skincare Specialists," ""Cosmetic application""",cosmetic application,1902,makeup application
Skincare Specialists," ""Massage techniques""",massage techniques,1558,massage techniques
Skincare Specialists," ""Hair removal methods""",hair removal methods,1499,hair cleansing techniques
Skincare Specialists," ""Tinting and coloring""]",tinting and coloring,1923,tinting and coloring
Baggage Porters and Bellhops,"[""Customer Service""",customer service,44,customer service
Baggage Porters and Bellhops," ""Communication Skills""",communication skills,4,communication
Baggage Porters and Bellhops," ""Teamwork""",teamwork,4,communication
Baggage Porters and Bellhops," ""Time Management""",time management,7,time management
Baggage Porters and Bellhops," ""Problem Solving""",problem solving,5,problem solving
Baggage Porters and Bellhops," ""Attention to Detail""",attention to detail,737,attention to detail
Baggage Porters and Bellhops," ""Physical Stamina""",physical stamina,1924,physical stamina
Baggage Porters and Bellhops," ""Luggage Handling""",luggage handling,1925,luggage handling
Baggage Porters and Bellhops," ""Transportation Coordination""",transportation coordination,1926,transportation coordination
Baggage Porters and Bellhops," ""Direction Giving""",direction giving,1927,direction giving
Baggage Porters and Bellhops," ""Local Knowledge""",local knowledge,1928,local knowledge
Baggage Porters and Bellhops," ""Welcoming Environment Maintenance""]",welcoming environment maintenance,1929,welcoming environment maintenance
Concierges,"[""Active Listening""",active listening,265,active listening
Concierges," ""Problem Solving""",problem solving,5,problem solving
Concierges," ""Customer Education""",customer education,36,customer education
Concierges," ""Event Planning""",event planning,47,event planning
Concierges," ""Travel Arrangement""",travel arrangement,231,transportation management
Concierges," ""Package Delivery""",package delivery,1930,package delivery
Concierges," ""Message Taking""",message taking,4,communication
Concierges," ""Guest Service""",guest service,1931,guest service
Concierges," ""Housekeeping Coordination""",housekeeping coordination,1932,housekeeping
Concierges," ""Maintenance Management""",maintenance management,19,equipment maintenance
Concierges," ""Transportation Coordination""",transportation coordination,1926,transportation coordination
Concierges," ""Dining Reservation""",dining reservation,1933,dining reservation
Concierges," ""Local Information Provision""]",local information provision,1934,local information provision
Tour Guides and Escorts,"[""Group Management""",group management,3,team management
Tour Guides and Escorts," ""Safety Protocols""",safety protocols,19,equipment maintenance
Tour Guides and Escorts," ""Regulation Compliance""",regulation compliance,19,equipment maintenance
Tour Guides and Escorts," ""Educational Activities""",educational activities,1935,educational activities
Tour Guides and Escorts," ""Commentary Development""",commentary development,1936,commentary development
Tour Guides and Escorts," ""Audience Adaptation""",audience adaptation,1937,audience adaptation
Tour Guides and Escorts," ""Question Response""",question response,1938,question response
Tour Guides and Escorts," ""Plan Adaptation""",plan adaptation,1939,plan adaptation
Tour Guides and Escorts," ""Experience Management""",experience management,1940,experience management
Tour Guides and Escorts," ""Direction Provision""",direction provision,1941,direction provision
Tour Guides and Escorts," ""Information Provision""",information provision,1877,information provision
Tour Guides and Escorts," ""Route Selection""",route selection,1942,route planning
Tour Guides and Escorts," ""Site Knowledge""]",site knowledge,1943,site knowledge
Travel Guides,"[""Travel Planning""",travel planning,231,transportation management
Travel Guides," ""Logistical Coordination""",logistical coordination,103,logistics management
Travel Guides," ""Destination Knowledge""",destination knowledge,1944,destination knowledge
Travel Guides," ""Customer Service""",customer service,44,customer service
Travel Guides," ""First Aid Administration""",first aid administration,1784,first aid techniques
Travel Guides," ""Problem Resolution""",problem resolution,390,problem resolution
Travel Guides," ""Special Needs Accommodation""",special needs accommodation,1945,special needs accommodation
Travel Guides," ""Itinerary Development""",itinerary development,1946,itinerary development
Travel Guides," ""Route Familiarity""",route familiarity,1947,route familiarity
Travel Guides," ""Group Management""",group management,3,team management
Travel Guides," ""Financial Management""",financial management,24,financial management
Travel Guides," ""Resource Allocation""]",resource allocation,7,time management
Childcare Workers,"[""Emotional Development""",emotional development,1948,emotional development
Childcare Workers," ""Social Development""",social development,4,communication
Childcare Workers," ""Child Safety""",child safety,1949,child safety
Childcare Workers," ""Personal Hygiene""",personal hygiene,19,equipment maintenance
Childcare Workers," ""Health Habits""",health habits,1950,health habits
Childcare Workers," ""Communication Skills""",communication skills,4,communication
Childcare Workers," ""Record Keeping""",record keeping,50,record keeping
Childcare Workers," ""Meal Preparation""",meal preparation,1278,food preparation
Childcare Workers," ""Administrative Tasks""",administrative tasks,1035,administrative tasks
Childcare Workers," ""Housekeeping""",housekeeping,1932,housekeeping
Childcare Workers," ""Lesson Planning""",lesson planning,1087,lesson planning
Childcare Workers," ""Recreational Activities""",recreational activities,835,recreational activity planning
Childcare Workers," ""Discipline Techniques""",discipline techniques,1951,discipline techniques
Childcare Workers," ""Rest Period Management""]",rest period management,1952,rest period management
Nannies,"[""Child Development""",child development,904,child development
Nannies," ""Nutrition Planning""",nutrition planning,1278,food preparation
Nannies," ""Meal Preparation""",meal preparation,1278,food preparation
Nannies," ""Household Management""",household management,1166,household management
Nannies," ""Time Management""",time management,7,time management
Nannies," ""Communication Skills""",communication skills,4,communication
Nannies," ""Social Skills Development""",social skills development,4,communication
Nannies," ""Emotional Intelligence""",emotional intelligence,1000,emotional intelligence
Nannies," ""Discipline Techniques""",discipline techniques,1951,discipline techniques
Nannies," ""First Aid""",first aid,1784,first aid techniques
Nannies," ""Health Monitoring""",health monitoring,1434,patient monitoring
Nannies," ""Transportation Management""]",transportation management,231,transportation management
Exercise Trainers and Group Fitness Instructors,"[""Physical Conditioning""",physical conditioning,1274,physical conditioning
Exercise Trainers and Group Fitness Instructors," ""Exercise Planning""",exercise planning,1953,exercise planning
Exercise Trainers and Group Fitness Instructors," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Exercise Trainers and Group Fitness Instructors," ""First Aid Techniques""",first aid techniques,1784,first aid techniques
Exercise Trainers and Group Fitness Instructors," ""Nutrition Guidance""",nutrition guidance,1278,food preparation
Exercise Trainers and Group Fitness Instructors," ""Lifestyle Education""",lifestyle education,1954,lifestyle education
Exercise Trainers and Group Fitness Instructors," ""Safety Regulations""",safety regulations,19,equipment maintenance
Exercise Trainers and Group Fitness Instructors," ""Corrective Measures""",corrective measures,1955,corrective measures
Exercise Trainers and Group Fitness Instructors," ""Progress Monitoring""",progress monitoring,916,progress monitoring
Exercise Trainers and Group Fitness Instructors," ""Program Adaptation""",program adaptation,1956,program adaptation
Exercise Trainers and Group Fitness Instructors," ""Client Assessment""",client assessment,233,client assessment
Exercise Trainers and Group Fitness Instructors," ""Fitness Program Development""]",fitness program development,1106,exercise program development
Recreation Workers,"[""Customer Education""",customer education,36,customer education
Recreation Workers," ""Event Planning""",event planning,47,event planning
Recreation Workers," ""Facility Management""",facility management,55,facility maintenance
Recreation Workers," ""Financial Management""",financial management,24,financial management
