source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
29-2012.00,Medical and Clinical Laboratory Technicians,17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.6739741563796997,0.31,0.28,0.02999999999999997,8,2,nanotechnology research|collaboration skills|process optimization|material analysis|experimental design|technical documentation|data analysis|troubleshooting,equipment calibration|equipment maintenance
29-2012.00,Medical and Clinical Laboratory Technicians,29-1222.00,"Physicians, Pathologists",0.6682906150817871,0.31,0.28,0.02999999999999997,10,2,pathology reporting|medical analysis|scientific knowledge|reading comprehension|medical diagnosis|writing skills|active learning|complex problem solving|critical thinking|communication,equipment maintenance|laboratory techniques
29-2012.00,Medical and Clinical Laboratory Technicians,51-3092.00,Food Batchmakers,0.6635280251502991,0.31,0.185,0.125,8,1,recipe following|product evaluation|ingredient measurement|food safety|temperature control|team management|technical documentation|problem solving,equipment maintenance
29-2012.01,Histology Technicians,29-2035.00,Magnetic Resonance Imaging Technologists,0.5959228873252869,0.31,0.22,0.09,9,3,comforting patients|magnetic resonance imaging|image quality control|instructing medical staff|contrast agent administration|medical supply management|patient communication|report writing|troubleshooting,equipment calibration|equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,31-9097.00,Phlebotomists,0.5847705006599426,0.31,0.15,0.16,10,1,hemoglobin testing|phlebotomy procedures|blood collection techniques|fluid sample analysis|sample labeling|medical terminology|specimen preparation|data entry|patient education|technical documentation,equipment maintenance
29-2012.01,Histology Technicians,29-2032.00,Diagnostic Medical Sonographers,0.5715756416320801,0.31,0.22,0.09,10,2,medical ethics|image analysis|patient care techniques|patient care|staff supervision|emergency response|inventory management|communication|critical thinking|record keeping,equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,29-2034.00,Radiologic Technologists and Technicians,0.5684674978256226,0.31,0.26,0.04999999999999999,4,2,patient positioning|radiation safety|equipment troubleshooting|record keeping,equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,29-1222.00,"Physicians, Pathologists",0.5562348961830139,0.31,0.28,0.02999999999999997,10,2,pathology reporting|medical analysis|scientific knowledge|reading comprehension|medical diagnosis|writing skills|active learning|complex problem solving|critical thinking|communication,equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,19-4092.00,Forensic Science Technicians,0.5522696375846863,0.31,0.26,0.04999999999999999,10,2,impression evidence analysis|gunshot residue analysis|blood stain pattern analysis|footwear and tire track examination|physical evidence analysis|fingerprint analysis|evidence preservation|chemical analysis|incident reporting|testimony,equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,29-2033.00,Nuclear Medicine Technologists,0.5180270671844482,0.31,0.22,0.09,9,2,radiopharmaceutical administration|radioisotope equipment operation|dosage calculation|radiation safety|waste management|patient education|treatment planning|communication|record keeping,equipment maintenance|laboratory techniques
29-2012.01,Histology Technicians,45-4023.00,Log Graders and Scalers,0.5133615732192993,0.31,0.12,0.19,10,0,log sorting|volume estimation|material identification|log tracking|market value determination|log evaluation|log grading|log measurement|quality assessment|data recording,
29-2012.01,Histology Technicians,17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.5129625201225281,0.31,0.28,0.02999999999999997,8,2,nanotechnology research|collaboration skills|process optimization|material analysis|experimental design|technical documentation|data analysis|troubleshooting,equipment calibration|equipment maintenance
29-2012.01,Histology Technicians,19-4013.00,Food Science Technicians,0.5123494863510132,0.31,0.26,0.04999999999999999,7,5,physical properties testing|mathematical procedures|food analysis|nutrition studies|chemical analysis|temperature control|record keeping,equipment calibration|equipment maintenance|laboratory techniques|microscopic examination|research methods
29-2031.00,Cardiovascular Technologists and Technicians,29-1141.03,Critical Care Nurses,0.7047258615493774,0.3,0.25,0.04999999999999999,10,1,respiratory function assessment|medical device management|comprehensive care planning|fluid management|critical care|mental health assessment|emotional support|patient monitoring|medication administration|communication,equipment maintenance
29-2031.00,Cardiovascular Technologists and Technicians,29-1221.00,"Pediatricians, General",0.6963796615600586,0.3,0.29,0.010000000000000009,10,1,preventative care|child development|medical research|patient communication|medical diagnosis|disease prevention|patient monitoring|health education|medication administration|treatment planning,record keeping
29-2031.00,Cardiovascular Technologists and Technicians,29-2032.00,Diagnostic Medical Sonographers,0.6910103559494019,0.3,0.22,0.07999999999999999,9,3,medical ethics|image analysis|patient care techniques|patient care|staff supervision|emergency response|inventory management|communication|critical thinking,equipment maintenance|laboratory techniques|record keeping
29-2031.00,Cardiovascular Technologists and Technicians,31-1121.00,Home Health Aides,0.6783981919288635,0.3,0.25,0.04999999999999999,10,2,light housekeeping|bathing assistance|personal care assistance|ambulation support|grooming assistance|dressing assistance|laundry|patient care|emotional support|food preparation,record keeping|vital sign monitoring
29-2031.00,Cardiovascular Technologists and Technicians,29-1151.00,Nurse Anesthetists,0.6572266817092896,0.3,0.25,0.04999999999999999,9,3,invasive techniques|anesthesia administration|patient recovery|airway management|basic life support|pain management|critical care|emergency response|operations monitoring,equipment maintenance|record keeping|vital sign monitoring
29-2031.00,Cardiovascular Technologists and Technicians,53-7071.00,Gas Compressor and Gas Pumping Station Operators,0.6540774703025818,0.3,0.29,0.010000000000000009,8,1,operation and control|complex problem solving|systems analysis|installation|judgment and decision making|troubleshooting|operations monitoring|time management,equipment maintenance
29-2031.00,Cardiovascular Technologists and Technicians,29-2034.00,Radiologic Technologists and Technicians,0.6476617455482483,0.3,0.26,0.03999999999999998,3,3,patient positioning|radiation safety|equipment troubleshooting,equipment maintenance|laboratory techniques|record keeping
29-2031.00,Cardiovascular Technologists and Technicians,29-2035.00,Magnetic Resonance Imaging Technologists,0.646538257598877,0.3,0.22,0.07999999999999999,10,2,comforting patients|magnetic resonance imaging|image quality control|instructing medical staff|contrast agent administration|medical supply management|patient communication|equipment calibration|report writing|troubleshooting,equipment maintenance|laboratory techniques
29-2031.00,Cardiovascular Technologists and Technicians,29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.6372337937355042,0.3,0.22,0.07999999999999999,8,3,intervention evaluation|basic life support|comprehensive care planning|patient care techniques|patient communication|medication administration|operations monitoring|communication,equipment maintenance|record keeping|vital sign monitoring
29-2031.00,Cardiovascular Technologists and Technicians,29-1229.06,Sports Medicine Physicians,0.6350057125091553,0.3,0.28,0.019999999999999962,10,2,nutrition and hydration education|physical fitness assessment|musculoskeletal diagnosis|athlete evaluation|injury prevention|exercise program development|pain management|patient communication|medication administration|emergency response,laboratory techniques|record keeping
29-2032.00,Diagnostic Medical Sonographers,31-9091.00,Dental Assistants,0.7017836570739746,0.22,0.155,0.065,5,5,dental instruments|fluoride application|patient communication|vital sign monitoring|scheduling,emergency response|equipment maintenance|inventory management|laboratory techniques|record keeping
29-2032.00,Diagnostic Medical Sonographers,31-2022.00,Physical Therapist Aides,0.6584922075271606,0.22,0.15,0.07,8,3,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|scheduling,equipment maintenance|inventory management|patient care techniques
29-2032.00,Diagnostic Medical Sonographers,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.6421191692352295,0.22,0.21,0.010000000000000009,6,3,scientific knowledge|mathematical reasoning|troubleshooting|problem solving|operations monitoring|time management,communication|critical thinking|equipment maintenance
29-2032.00,Diagnostic Medical Sonographers,49-9061.00,Camera and Photographic Equipment Repairers,0.6245347261428833,0.22,0.21,0.010000000000000009,9,2,lens system adjustment|camera disassembly|camera repair techniques|material requisitioning|electrical component modification|equipment testing|lubrication techniques|equipment calibration|precision measurement,equipment maintenance|laboratory techniques
29-2032.00,Diagnostic Medical Sonographers,31-9093.00,Medical Equipment Preparers,0.6241836547851562,0.22,0.15,0.07,7,2,service orientation|active learning|learning strategies|complex problem solving|installation|troubleshooting|operations monitoring,critical thinking|equipment maintenance
29-2032.00,Diagnostic Medical Sonographers,31-2012.00,Occupational Therapy Aides,0.6239625215530396,0.22,0.15,0.07,7,4,infection control|transportation services|home and work adjustment|disability support|client record management|clerical duties|counseling techniques,communication|equipment maintenance|inventory management|patient care techniques
29-2032.00,Diagnostic Medical Sonographers,29-1011.00,Chiropractors,0.6135727763175964,0.22,0.2,0.01999999999999999,8,3,x-ray interpretation|spinal adjustment|musculoskeletal system correction|support device recommendation|musculoskeletal diagnosis|treatment planning|counseling techniques|operations monitoring,communication|laboratory techniques|record keeping
29-2032.00,Diagnostic Medical Sonographers,31-9097.00,Phlebotomists,0.6104210615158081,0.22,0.15,0.07,10,2,hemoglobin testing|phlebotomy procedures|blood collection techniques|fluid sample analysis|sample labeling|medical terminology|specimen preparation|data entry|patient education|technical documentation,communication|equipment maintenance
29-2032.00,Diagnostic Medical Sonographers,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.6028735637664795,0.22,0.21,0.010000000000000009,6,3,electronic systems analysis|industrial electronics|technical drawing|client consultation|equipment calibration|troubleshooting,equipment maintenance|inventory management|laboratory techniques
29-2032.00,Diagnostic Medical Sonographers,51-9082.00,Medical Appliance Technicians,0.602264404296875,0.22,0.18,0.04000000000000001,10,1,medical device fabrication|body measurement techniques|device adjustment|device assembly|material shaping techniques|device testing|polishing techniques|precision measurement|patient education|troubleshooting,equipment maintenance
29-2033.00,Nuclear Medicine Technologists,31-2022.00,Physical Therapist Aides,0.6261470913887024,0.22,0.15,0.07,10,1,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|patient care techniques|scheduling|inventory management,equipment maintenance
29-2033.00,Nuclear Medicine Technologists,31-9091.00,Dental Assistants,0.6093798875808716,0.22,0.155,0.065,7,3,dental instruments|fluoride application|patient communication|vital sign monitoring|scheduling|emergency response|inventory management,equipment maintenance|laboratory techniques|record keeping
29-2033.00,Nuclear Medicine Technologists,31-9093.00,Medical Equipment Preparers,0.5884796380996704,0.22,0.15,0.07,8,1,service orientation|active learning|learning strategies|complex problem solving|installation|critical thinking|troubleshooting|operations monitoring,equipment maintenance
29-2033.00,Nuclear Medicine Technologists,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.5569906234741211,0.22,0.16,0.06,7,2,explosives handling|detonation techniques|blast site preparation|decision making|complex problem solving|inventory management|troubleshooting,equipment maintenance|record keeping
29-2033.00,Nuclear Medicine Technologists,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.554286777973175,0.22,0.1833333333333333,0.03666666666666671,9,1,product casting|product shaping|work order analysis|manual dexterity|product formation|material manipulation|material removal|material preparation|attention to detail,equipment maintenance
29-2033.00,Nuclear Medicine Technologists,31-2012.00,Occupational Therapy Aides,0.5509973168373108,0.22,0.15,0.07,9,2,infection control|transportation services|home and work adjustment|disability support|client record management|clerical duties|patient care techniques|counseling techniques|inventory management,communication|equipment maintenance
29-2033.00,Nuclear Medicine Technologists,53-7064.00,"Packers and Packagers, Hand",0.5504105091094971,0.22,0.2,0.01999999999999999,8,2,container preparation techniques|container assembly|sample labeling|order management|packaging techniques|heat sealing|mathematical calculations|material handling,equipment maintenance|record keeping
29-2033.00,Nuclear Medicine Technologists,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.5494300723075867,0.22,0.14,0.07999999999999999,7,4,surgical procedures|animal care|data entry|medication administration|supply chain management|customer service|time management,communication|equipment maintenance|laboratory techniques|record keeping
29-2033.00,Nuclear Medicine Technologists,53-7063.00,Machine Feeders and Offbearers,0.5465110540390015,0.22,0.12,0.1,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
29-2033.00,Nuclear Medicine Technologists,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.546432614326477,0.22,0.215,0.0050000000000000044,8,2,heating process management|cooling system management|temperature control|judgment and decision making|material handling|troubleshooting|operations monitoring|time management,equipment maintenance|record keeping
29-2034.00,Radiologic Technologists and Technicians,29-2035.00,Magnetic Resonance Imaging Technologists,0.8529678583145142,0.26,0.22,0.04000000000000001,10,2,comforting patients|magnetic resonance imaging|image quality control|instructing medical staff|contrast agent administration|medical supply management|patient communication|equipment calibration|report writing|troubleshooting,equipment maintenance|laboratory techniques
29-2034.00,Radiologic Technologists and Technicians,29-2032.00,Diagnostic Medical Sonographers,0.8178333640098572,0.26,0.22,0.04000000000000001,9,3,medical ethics|image analysis|patient care techniques|patient care|staff supervision|emergency response|inventory management|communication|critical thinking,equipment maintenance|laboratory techniques|record keeping
29-2034.00,Radiologic Technologists and Technicians,29-2033.00,Nuclear Medicine Technologists,0.761945366859436,0.26,0.22,0.04000000000000001,7,4,radiopharmaceutical administration|radioisotope equipment operation|dosage calculation|waste management|patient education|treatment planning|communication,equipment maintenance|laboratory techniques|radiation safety|record keeping
29-2034.00,Radiologic Technologists and Technicians,29-1124.00,Radiation Therapists,0.742588222026825,0.26,0.22,0.04000000000000001,7,3,radiation therapy|dosage calculation|patient care|patient education|treatment planning|communication|problem solving,equipment maintenance|radiation safety|record keeping
29-2034.00,Radiologic Technologists and Technicians,31-9091.00,Dental Assistants,0.6711173057556152,0.26,0.155,0.10500000000000001,7,3,dental instruments|fluoride application|patient communication|vital sign monitoring|scheduling|emergency response|inventory management,equipment maintenance|laboratory techniques|record keeping
29-2034.00,Radiologic Technologists and Technicians,31-9099.02,Endoscopy Technicians,0.6371826529502869,0.26,0.2249999999999999,0.035000000000000114,8,2,continuous learning|endoscopic equipment operation|medical procedure support|specimen collection|sterile field maintenance|vital sign monitoring|patient monitoring|inventory management,equipment maintenance|patient positioning
29-2034.00,Radiologic Technologists and Technicians,31-2022.00,Physical Therapist Aides,0.6340397000312805,0.26,0.15,0.11000000000000001,10,1,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|patient care techniques|scheduling|inventory management,equipment maintenance
29-2034.00,Radiologic Technologists and Technicians,29-9093.00,Surgical Assistants,0.6287388205528259,0.26,0.2475,0.012500000000000011,8,2,wound closure|bleeding control|surgical site assessment|surgical retraction|aseptic maintenance|surgical instrument handling|dressing assistance|communication,equipment maintenance|patient positioning
29-2034.00,Radiologic Technologists and Technicians,29-1141.00,Registered Nurses,0.625577986240387,0.26,0.25,0.010000000000000009,10,1,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|patient monitoring|health education|medication administration|technical documentation|operations monitoring,record keeping
29-2034.00,Radiologic Technologists and Technicians,29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.620053768157959,0.26,0.22,0.04000000000000001,9,2,intervention evaluation|basic life support|comprehensive care planning|patient care techniques|patient communication|vital sign monitoring|medication administration|operations monitoring|communication,equipment maintenance|record keeping
29-2035.00,Magnetic Resonance Imaging Technologists,31-9091.00,Dental Assistants,0.640815258026123,0.22,0.155,0.065,7,3,dental instruments|fluoride application|vital sign monitoring|scheduling|emergency response|inventory management|record keeping,equipment maintenance|laboratory techniques|patient communication
29-2035.00,Magnetic Resonance Imaging Technologists,49-9061.00,Camera and Photographic Equipment Repairers,0.633463978767395,0.22,0.21,0.010000000000000009,8,3,lens system adjustment|camera disassembly|camera repair techniques|material requisitioning|electrical component modification|equipment testing|lubrication techniques|precision measurement,equipment calibration|equipment maintenance|laboratory techniques
29-2035.00,Magnetic Resonance Imaging Technologists,31-2022.00,Physical Therapist Aides,0.6280192136764526,0.22,0.15,0.07,10,1,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|patient care techniques|scheduling|inventory management,equipment maintenance
29-2035.00,Magnetic Resonance Imaging Technologists,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.6192182302474976,0.22,0.21,0.010000000000000009,7,2,scientific knowledge|mathematical reasoning|communication|critical thinking|problem solving|operations monitoring|time management,equipment maintenance|troubleshooting
29-2035.00,Magnetic Resonance Imaging Technologists,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.6147328019142151,0.22,0.175,0.04500000000000001,7,2,precision adjustment|workpiece positioning|material removal|machine setup and operation|lubrication techniques|surface finishing|precision measurement,equipment maintenance|troubleshooting
29-2035.00,Magnetic Resonance Imaging Technologists,31-9093.00,Medical Equipment Preparers,0.6120015382766724,0.22,0.15,0.07,7,2,service orientation|active learning|learning strategies|complex problem solving|installation|critical thinking|operations monitoring,equipment maintenance|troubleshooting
29-2035.00,Magnetic Resonance Imaging Technologists,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.6108165383338928,0.22,0.21,0.010000000000000009,5,4,electronic systems analysis|industrial electronics|technical drawing|client consultation|inventory management,equipment calibration|equipment maintenance|laboratory techniques|troubleshooting
29-2035.00,Magnetic Resonance Imaging Technologists,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.6097308397293091,0.22,0.18,0.04000000000000001,6,2,steering mechanism adjustment|diesel engine repair|fuel injection system repair|computer controlled exhaust emissions repair|brake system inspection|engine disassembly and rebuilding,equipment maintenance|laboratory techniques
29-2035.00,Magnetic Resonance Imaging Technologists,49-3041.00,Farm Equipment Mechanics and Service Technicians,0.5968484282493591,0.22,0.17,0.04999999999999999,9,2,engine tuning|sheet metal repair|electrical system testing|critical thinking|welding techniques|systems analysis|judgment and decision making|problem solving|time management,equipment maintenance|troubleshooting
29-2035.00,Magnetic Resonance Imaging Technologists,47-5012.00,"Rotary Drill Operators, Oil and Gas",0.5942026376724243,0.22,0.19,0.03,6,2,crew management|well servicing|geological sampling|drilling fluid management|drilling techniques|record keeping,equipment maintenance|troubleshooting
29-2036.00,Medical Dosimetrists,29-1124.00,Radiation Therapists,0.7509328126907349,0.3,0.22,0.07999999999999999,6,4,radiation safety|patient care|patient education|communication|record keeping|problem solving,dosage calculation|equipment maintenance|radiation therapy|treatment planning
29-2036.00,Medical Dosimetrists,29-2033.00,Nuclear Medicine Technologists,0.7227798700332642,0.3,0.22,0.07999999999999999,7,4,radiopharmaceutical administration|radioisotope equipment operation|radiation safety|waste management|patient education|communication|record keeping,dosage calculation|equipment maintenance|laboratory techniques|treatment planning
29-2036.00,Medical Dosimetrists,29-2034.00,Radiologic Technologists and Technicians,0.6322309970855713,0.3,0.26,0.03999999999999998,4,2,patient positioning|radiation safety|equipment troubleshooting|record keeping,equipment maintenance|laboratory techniques
29-2036.00,Medical Dosimetrists,19-4051.02,Nuclear Monitoring Technicians,0.6060881614685059,0.3,0.26,0.03999999999999998,10,1,radiation detection|protective gear usage|decontamination procedures|contamination control|sample collection|waste management|report writing|data analysis|critical thinking|problem solving,equipment maintenance
29-2036.00,Medical Dosimetrists,29-2035.00,Magnetic Resonance Imaging Technologists,0.5854943990707397,0.3,0.22,0.07999999999999999,10,2,comforting patients|magnetic resonance imaging|image quality control|instructing medical staff|contrast agent administration|medical supply management|patient communication|equipment calibration|report writing|troubleshooting,equipment maintenance|laboratory techniques
29-2036.00,Medical Dosimetrists,19-4051.00,Nuclear Technicians,0.5538979172706604,0.3,0.26,0.03999999999999998,8,2,radiation safety|operation and control|critical thinking|risk management|data analysis|troubleshooting|problem solving|operations monitoring,equipment maintenance|laboratory techniques
29-2036.00,Medical Dosimetrists,29-1224.00,Radiologists,0.5145968794822693,0.3,0.28,0.019999999999999962,8,2,image review|complication management|comprehensive reporting|patient history|continuous learning|communication|critical thinking|problem solving,equipment maintenance|laboratory techniques
29-2036.00,Medical Dosimetrists,29-2032.00,Diagnostic Medical Sonographers,0.5052183866500854,0.3,0.22,0.07999999999999999,10,2,medical ethics|image analysis|patient care techniques|patient care|staff supervision|emergency response|inventory management|communication|critical thinking|record keeping,equipment maintenance|laboratory techniques
29-2036.00,Medical Dosimetrists,29-1229.03,Urologists,0.49825039505958557,0.3,0.28,0.019999999999999962,10,3,genitourinary system knowledge|urology consultation|urology techniques|urologic disorder treatment|surgical procedures|medication administration|patient education|staff supervision|record keeping|operations monitoring,client consultation|laboratory techniques|treatment planning
29-2036.00,Medical Dosimetrists,29-1141.00,Registered Nurses,0.4750094413757324,0.3,0.25,0.04999999999999999,10,0,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|patient monitoring|health education|medication administration|technical documentation|record keeping,
29-2051.00,Dietetic Technicians,21-1091.00,Health Education Specialists,0.6911231875419617,0.3,0.28,0.019999999999999962,10,1,health education materials development|cooperative working relationships|healthcare policy|community outreach|health education|program evaluation|grant writing|budgeting|record keeping|operations monitoring,training and development
29-2051.00,Dietetic Technicians,35-2013.00,"Cooks, Private Household",0.6890050172805786,0.3,0.18,0.12,10,3,kitchen organization|culinary creativity|food presentation|financial record keeping|event planning|supply chain management|customer service|inventory management|time management|equipment maintenance,food preparation|food safety|menu planning
29-2051.00,Dietetic Technicians,29-1215.00,Family Medicine Physicians,0.6590803265571594,0.3,0.29,0.010000000000000009,9,1,disease prevention|health education|treatment planning|team management|financial management|critical thinking|problem solving|operations monitoring|time management,communication
29-2051.00,Dietetic Technicians,35-3041.00,"Food Servers, Nonrestaurant",0.655722975730896,0.3,0.25,0.04999999999999999,7,3,dietary accommodation|attention to detail|customer service|inventory management|problem solving|time management|equipment maintenance,communication|food preparation|food safety
29-2051.00,Dietetic Technicians,29-1299.01,Naturopathic Physicians,0.6337708830833435,0.3,0.23,0.06999999999999998,10,2,public health reporting|massage and soft tissue mobilization|venipuncture and blood sampling|natural medicine administration|pharmacological knowledge|exercise prescription|physical therapy techniques|health education|professional development|laboratory techniques,communication|food preparation
29-2051.00,Dietetic Technicians,35-1011.00,Chefs and Head Cooks,0.6282926797866821,0.3,0.25,0.04999999999999999,9,2,recipe development|food presentation|cost estimation|supply chain management|team management|customer service|inventory management|time management|equipment maintenance,food preparation|menu planning
29-2051.00,Dietetic Technicians,35-2012.00,"Cooks, Institution and Cafeteria",0.6282488107681274,0.3,0.18,0.12,8,2,portion control|customer service|supply chain management|team management|inventory management|financial management|time management|equipment maintenance,food preparation|food safety
29-2051.00,Dietetic Technicians,29-1141.00,Registered Nurses,0.6122708320617676,0.3,0.25,0.04999999999999999,10,2,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|health education|medication administration|technical documentation|record keeping|operations monitoring,communication|patient monitoring
29-2051.00,Dietetic Technicians,35-2014.00,"Cooks, Restaurant",0.6065794229507446,0.3,0.18,0.12,9,3,cooking techniques|food storage|food quality control|presentation techniques|food handling|temperature control|staff supervision|inventory management|equipment maintenance,food preparation|food safety|menu planning
29-2051.00,Dietetic Technicians,35-3023.01,Baristas,0.5947939157485962,0.3,0.24,0.06,7,3,point of sale|cash handling|customer service|inventory management|problem solving|time management|equipment maintenance,communication|food preparation|food safety
29-2052.00,Pharmacy Technicians,29-1229.02,Hospitalists,0.7168872952461243,0.3,0.28,0.019999999999999962,10,1,clinical decision making|discharge planning|continuous learning|quality improvement|coordination of care|medical diagnosis|patient education|treatment planning|team management|laboratory techniques,medication administration
29-2052.00,Pharmacy Technicians,29-1141.00,Registered Nurses,0.716885507106781,0.3,0.25,0.04999999999999999,10,1,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|patient monitoring|health education|technical documentation|record keeping|operations monitoring,medication administration
29-2052.00,Pharmacy Technicians,29-1151.00,Nurse Anesthetists,0.7093040347099304,0.3,0.25,0.04999999999999999,10,1,invasive techniques|anesthesia administration|patient recovery|airway management|basic life support|pain management|critical care|vital sign monitoring|emergency response|record keeping,equipment maintenance
29-2052.00,Pharmacy Technicians,29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.7059581875801086,0.3,0.22,0.07999999999999999,9,2,intervention evaluation|basic life support|comprehensive care planning|patient care techniques|patient communication|vital sign monitoring|record keeping|operations monitoring|communication,equipment maintenance|medication administration
29-2052.00,Pharmacy Technicians,11-9179.02,Spa Managers,0.697461724281311,0.3,0.251,0.04899999999999999,8,4,accounting|client record management|budgeting|sales techniques|marketing strategies|staff supervision|financial analysis|operations monitoring,customer service|equipment maintenance|inventory management|time management
29-2052.00,Pharmacy Technicians,29-1214.00,Emergency Medicine Physicians,0.6954739093780518,0.3,0.28,0.019999999999999962,10,2,clinical decision making|critical care|vital sign monitoring|complex problem solving|emergency response|judgment and decision making|laboratory techniques|record keeping|operations monitoring|communication,medication administration|time management
29-2052.00,Pharmacy Technicians,29-1216.00,General Internal Medicine Physicians,0.694695770740509,0.3,0.29,0.010000000000000009,9,1,preventative care|medical diagnosis|disease prevention|patient monitoring|health education|treatment planning|counseling techniques|communication|critical thinking,medication administration
29-2052.00,Pharmacy Technicians,31-2022.00,Physical Therapist Aides,0.6944332122802734,0.3,0.15,0.15,9,2,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|patient care techniques|scheduling,equipment maintenance|inventory management
29-2052.00,Pharmacy Technicians,31-9091.00,Dental Assistants,0.6899057626724243,0.3,0.155,0.145,8,2,dental instruments|fluoride application|patient communication|vital sign monitoring|scheduling|emergency response|laboratory techniques|record keeping,equipment maintenance|inventory management
29-2052.00,Pharmacy Technicians,29-1071.00,Physician Assistants,0.6881898641586304,0.3,0.23,0.06999999999999998,10,1,complex procedure assistance|health maintenance education|patient continuity of care|patient history|medical supply management|physical examination techniques|treatment planning|counseling techniques|laboratory techniques|record keeping,medication administration
29-2053.00,Psychiatric Technicians,31-1133.00,Psychiatric Aides,0.826370358467102,0.3,0.14,0.15999999999999998,9,3,patient restriction management|daily living assistance|physical support|social activity organization|behavioral observation|cognitive development|vital sign monitoring|progress monitoring|patient monitoring,communication|emotional support|equipment maintenance
29-2053.00,Psychiatric Technicians,21-1014.00,Mental Health Counselors,0.7788435220718384,0.3,0.28,0.019999999999999962,9,4,substance abuse prevention|client advocacy|community development|mental health assessment|client education|client communication|program development|counseling techniques|record keeping,communication|crisis intervention|emotional support|treatment planning
29-2053.00,Psychiatric Technicians,29-1125.00,Recreational Therapists,0.7751352787017822,0.3,0.2,0.09999999999999998,10,1,community integration|therapy program development|observation and analysis|physical and mental well-being improvement|discharge planning|recreational activity planning|progress monitoring|patient education|counseling techniques|operations monitoring,communication
29-2053.00,Psychiatric Technicians,21-1023.00,Mental Health and Substance Abuse Social Workers,0.7671492695808411,0.3,0.28,0.019999999999999962,10,2,mental health education|substance abuse treatment|group therapy|client support|client advocacy|social work|community development|case management|client assessment|counseling techniques,crisis intervention|treatment planning
29-2053.00,Psychiatric Technicians,29-1223.00,Psychiatrists,0.7612587213516235,0.3,0.27,0.02999999999999997,10,3,social perception|continuing education|case management|mental health assessment|counseling techniques|complex problem solving|judgment and decision making|laboratory techniques|data analysis|critical thinking,communication|medication administration|treatment planning
29-2053.00,Psychiatric Technicians,29-1141.02,Advanced Practice Psychiatric Nurses,0.7514089941978455,0.3,0.25,0.04999999999999999,7,3,health screening|mental health assessment|professional development|patient education|counseling techniques|critical thinking|problem solving,communication|medication administration|treatment planning
29-2053.00,Psychiatric Technicians,29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.7412084341049194,0.3,0.22,0.07999999999999999,8,3,intervention evaluation|basic life support|comprehensive care planning|patient care techniques|patient communication|vital sign monitoring|record keeping|operations monitoring,communication|equipment maintenance|medication administration
29-2053.00,Psychiatric Technicians,21-1092.00,Probation Officers and Correctional Treatment Specialists,0.7390196919441223,0.3,0.28,0.019999999999999962,10,1,probation and parole management|background research|offender assessment|reintegration planning|substance abuse treatment|community liaison|mental health support|social support|case management|testimony,rehabilitation planning
29-2053.00,Psychiatric Technicians,31-1121.00,Home Health Aides,0.7382339239120483,0.3,0.25,0.04999999999999999,10,3,light housekeeping|bathing assistance|personal care assistance|ambulation support|grooming assistance|dressing assistance|laundry|vital sign monitoring|food preparation|record keeping,emotional support|medication administration|patient care
